成員, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
天之鳳凰, 28201643, 127998, 3326, 0, 165987865, 462502, 10789, 90773, 28506, 司隸, 金槍
獨居老年人, 27186337, 79002, 17894, 0, 109286188, 458235, 41896, 410124, 31242, 司隸, 炮灰
憤怒丨中士鄧, 14877094, 71850, 8424, 0, 108368086, 457770, 17174, 650804, 25696, 司隸, 金槍
改咩名, 15931689, 106750, 27990, 0, 136722567, 453331, 52470, 890756, 33680, 司隸, 淩魂
龍丨馬卡龍, 14260791, 88079, 10870, 0, 161451467, 451667, 20949, 83231, 27620, 司隸, 流浪動物
龍丨四季廸魚, 15831097, 76576, 23523, 0, 152611707, 442787, 35603, 580907, 23695, 司隸, 流浪動物
狼燚丨從一, 35289775, 59306, 8029, 0, 168389329, 440415, 19447, 482231, 32933, 司隸, 閒雲
阿古路, 10169395, 59350, 10276, 0, 61824915, 434991, 30210, 0, 24304, 司隸, 炮灰
銀劍發春仔, 24424671, 88592, 12050, 357737, 248281222, 430974, 19716, 780443, 31500, 司隸, 銀劍
凌魂丨小A, 24560641, 57992, 12829, 0, 157863268, 424486, 26703, 832973, 28003, 司隸, 淩魂
月丨棒打, 19045470, 76368, 18104, 0, 138669870, 416518, 33009, 437176, 28256, 司隸, 肥宅
銀劍白板仔, 13365261, 58711, 23075, 0, 157470972, 406299, 31937, 406713, 30123, 司隸, 銀劍
阿迪, 25100157, 83130, 11952, 0, 155747171, 404683, 23419, 84695, 30450, 司隸, 炮灰
銀劍右奇, 5909568, 36263, 7624, 790873, 146549271, 400289, 16402, 1186911, 28293, 司隸, 銀劍
凌魂丨澀澀, 19076382, 74457, 12464, 0, 140594072, 400101, 28480, 0, 25708, 司隸, 淩魂
銀劍神鼻, 29663794, 110291, 24405, 0, 163876117, 396400, 38968, 898931, 31486, 司隸, 銀劍
羅英雄, 7416325, 60946, 9266, 0, 121819809, 391612, 41460, 331536, 29802, 司隸, 天狼星
銀劍二筒, 32462799, 47434, 16137, 0, 155909407, 380373, 38816, 100865, 30895, 司隸, 銀劍
太史猴哥, 12779093, 96300, 10288, 0, 118421081, 376527, 21617, 83478, 27455, 司隸, 淩魂
浦喜丨孝熤, 3696114, 69247, 14591, 795238, 101530653, 373292, 21721, 3391693, 25010, 司隸, 天狼星
低沉的花椒, 21745390, 78587, 20497, 0, 129811021, 361692, 44189, 2019120, 30040, 司隸, 肥宅
銀劍丨多龍, 22837124, 62311, 6315, 0, 108732898, 360582, 13788, 2689678, 29989, 司隸, 金槍
夜讀五車書, 11127548, 69137, 12398, 0, 99298458, 357761, 32485, 806780, 23320, 司隸, 天狼星
殘兵小白, 14146363, 64981, 6967, 0, 107718084, 356351, 15034, 87079, 27850, 司隸, 淩魂
傲驕丨鬼連長, 26450277, 46826, 21779, 0, 154860930, 349383, 35545, 584258, 30880, 司隸, 金槍
月丨莫西多, 21511502, 55562, 7484, 0, 93233576, 349066, 20160, 247582, 18513, 司隸, 肥宅
月丨暴君熊, 36795778, 47355, 18922, 0, 209177882, 347971, 44346, 263070, 30240, 司隸, 肥宅
凌魂丨餐蛋麵, 26891336, 56721, 8374, 0, 133734451, 337418, 20906, 380606, 26960, 司隸, 淩魂
摩連奴, 12416272, 54026, 5871, 0, 130786110, 334557, 16062, 415700, 25303, 司隸, 淩魂
條子杯杯, 28339702, 68075, 16135, 0, 127352772, 325021, 41697, 125615, 25290, 司隸, 流浪動物
狼燚丨出返去, 10320687, 39676, 9150, 0, 124520174, 323093, 25771, 824675, 25200, 司隸, 閒雲
猴, 21391974, 67375, 8430, 0, 122245996, 322878, 20372, 347020, 27468, 司隸, 炮灰
銀劍阿姨, 19118450, 49980, 2428, 0, 113926923, 322476, 8462, 395985, 27663, 司隸, 銀劍
銀劍臭茜, 25390712, 56769, 2720, 0, 101942866, 320536, 9434, 356412, 24853, 司隸, 銀劍
月丨巴宅阿瑞, 5155556, 68322, 8380, 0, 76962403, 314878, 26831, 609919, 25370, 司隸, 肥宅
浦喜丨螞蟻, 5317982, 95921, 5739, 0, 75163394, 314157, 16495, 306480, 23900, 司隸, 天狼星
狼燚l上善, 14865273, 40695, 1968, 0, 100326679, 313256, 12934, 104697, 24439, 司隸, 閒雲
三國窮二代, 14187240, 82067, 15785, 0, 128577982, 312253, 29313, 340854, 25809, 司隸, 炮灰
小彌子, 19485937, 60421, 6103, 1852292, 134305126, 307293, 12680, 2458889, 27586, 司隸, 淩魂
鋼管天竺鼠, 27581280, 78515, 24424, 0, 165547526, 307267, 39483, 810919, 28065, 司隸, 閒雲
銀劍五暗刻, 24695962, 55738, 19201, 0, 73706427, 305201, 31711, 201536, 28590, 司隸, 金槍
銀劍潛龍, 2340591, 30670, 7701, 805241, 116125636, 302514, 38209, 1135275, 24112, 司隸, 銀劍
凌魂丨北歐拳, 21216708, 53725, 4382, 0, 130215026, 301701, 8635, 0, 20613, 司隸, 淩魂
銀劍瀑渠王, 22248016, 41697, 3326, 0, 111387939, 300142, 24381, 317479, 28950, 司隸, 銀劍
袁天禹, 9839131, 63717, 16900, 0, 119114961, 299821, 54567, 264866, 29130, 司隸, 流浪動物
銀劍低調, 20740309, 33860, 7150, 0, 145203419, 299207, 25990, 423193, 33090, 司隸, 銀劍
銀劍挖呀挖, 12696023, 43253, 50749, 0, 121641161, 299016, 68894, 492064, 24700, 司隸, 金槍
龍丨肥龍, 14530353, 44280, 9412, 0, 101299520, 298804, 18309, 0, 18210, 司隸, 流浪動物
銀劍丹尼, 13997962, 47998, 26647, 0, 87046994, 298323, 36287, 623213, 28190, 司隸, 金槍
銀劍一枝草, 27697287, 46383, 40828, 0, 147058369, 291469, 47566, 428449, 30820, 司隸, 金槍
銀劍魔皇, 10149067, 48593, 10728, 0, 67715109, 288568, 27997, 112988, 24966, 司隸, 銀劍
狼燚I阿瘦, 11660004, 39442, 5066, 0, 104027691, 287824, 10822, 323499, 29593, 司隸, 閒雲
月丨獺祭, 19446375, 64993, 5988, 0, 103162368, 285052, 18731, 86428, 25093, 司隸, 肥宅
月丨怠惰, 15305988, 54098, 16725, 0, 105007994, 279280, 24999, 725898, 25423, 司隸, 肥宅
暴食丨逃兵逆, 22599623, 35437, 38338, 0, 121477651, 278239, 48294, 100122, 28403, 司隸, 金槍
殘存末路, 37487680, 43965, 5589, 0, 147593207, 275273, 12501, 81090, 29713, 司隸, 閒雲
司寇仕林, 3653300, 53110, 19371, 1037211, 82885542, 273497, 30916, 2064322, 26533, 司隸, 炮灰
玩命l大愛, 8266391, 21394, 2292, 0, 88269673, 273369, 6400, 264071, 20870, 司隸, 淩魂
凌宇, 15617756, 42057, 7745, 0, 113728976, 270692, 12680, 148612, 25470, 司隸, 流浪動物
暴躁天竺鼠, 28589660, 38232, 45849, 0, 128841060, 269420, 62538, 590226, 31440, 司隸, 閒雲
銀劍怪獸, 10111726, 40064, 424, 0, 97433766, 267290, 15131, 364167, 19805, 司隸, 銀劍
金英雄, 21623283, 37734, 13250, 0, 110294011, 265764, 36758, 424669, 29331, 司隸, 天狼星
龍丨貓貓龍, 15641138, 38661, 25348, 0, 130726318, 265715, 44236, 482755, 27420, 司隸, 流浪動物
凌魂丨鬼才, 14481411, 40051, 6676, 0, 143622773, 264352, 14644, 81123, 28555, 司隸, 炮灰
星界豆, 20937721, 41461, 23872, 0, 162535071, 256972, 68027, 543031, 30273, 司隸, 天狼星
銀劍爆渠王, 22805189, 69771, 7302, 0, 179485120, 255255, 13834, 394337, 28970, 司隸, 銀劍
龍趙, 17170629, 35951, 4006, 0, 83279091, 254903, 8651, 337642, 22273, 司隸, 流浪動物
FionaH, 2917358, 52720, 3989, 0, 107407180, 246437, 12152, 803915, 20459, 司隸, 炮灰
銀劍梅長蘇, 22475812, 44764, 17446, 0, 183690982, 245516, 29287, 580220, 30290, 司隸, 金槍
銀劍烈焰, 31789387, 29090, 12196, 0, 166667901, 243778, 26518, 404192, 28375, 司隸, 銀劍
月丨南方的貓, 5380723, 54162, 7976, 0, 106784953, 242947, 14615, 965967, 26093, 司隸, 肥宅
玩命丨裘鬼其, 12808894, 44298, 13489, 0, 95245398, 236036, 27844, 788736, 25183, 司隸, 淩魂
漢將, 14238664, 41741, 4209, 0, 102081989, 233537, 7829, 0, 26622, 司隸, 閒雲
銀劍丨一葉, 2423054, 38186, 902, 0, 97623523, 233537, 4413, 337570, 24880, 司隸, 銀劍
浦喜丨番茄, 10633177, 49962, 25585, 0, 73379365, 226672, 34506, 1145143, 25422, 司隸, 天狼星
愛吃葡萄, 20916828, 49302, 5279, 0, 84679461, 224379, 11691, 460851, 18589, 司隸, 閒雲
浦喜丨夜影, 3808757, 56581, 120, 0, 64750599, 222611, 3920, 0, 24920, 司隸, 天狼星
月丨巴宅歐歐, 3289554, 50588, 9292, 0, 85113856, 214330, 14968, 229302, 22240, 司隸, 肥宅
草屯沒有犯罪, 19946687, 31149, 9222, 0, 98604988, 209791, 16189, 183788, 24300, 司隸, 天狼星
玩爽, 14653093, 46824, 10639, 0, 79608356, 207315, 17223, 446809, 23700, 司隸, 肥宅
銀劍傑克, 26983341, 45440, 26687, 0, 152961577, 195458, 37009, 270779, 32038, 司隸, 銀劍
凌魂丨K, 20057337, 19640, 13700, 0, 123696427, 194284, 26485, 101157, 28036, 司隸, 淩魂
跳跳天竺鼠, 20142474, 62983, 5896, 0, 114641602, 192605, 11494, 491618, 22076, 司隸, 閒雲
銀劍歐底特, 31462923, 45357, 24812, 0, 195101685, 191691, 47834, 498997, 25043, 司隸, 金槍
幽玉, 14215473, 54699, 10608, 0, 84772866, 190560, 17696, 1363756, 18523, 司隸, 金槍
猜猜我是誰, 22635668, 41040, 3026, 0, 107099145, 190090, 7188, 534079, 22203, 司隸, 炮灰
凌魂丨泡泡龍, 13214039, 70936, 7641, 0, 80875478, 186603, 11047, 331363, 29400, 司隸, 淩魂
戰I來吧寶貝, 7228115, 32526, 4540, 0, 115472342, 184343, 21954, 729214, 24143, 司隸, 肥宅
軒丨農的傳人, 10610390, 34556, 11287, 0, 81125609, 184017, 25400, 599541, 19524, 司隸, 肥宅
銀劍丨必廚, 36583041, 48755, 12287, 0, 129506837, 183027, 17619, 4907134, 31840, 司隸, 銀劍
男模觀世陰, 9241030, 57723, 13298, 0, 138055105, 181645, 25567, 1169610, 27649, 司隸, 閒雲
浦喜丨邢, 24090670, 47445, 30445, 0, 115662578, 180653, 50489, 412224, 28269, 司隸, 天狼星
花雕蒸臭蟹, 3244615, 17402, 169, 0, 59344653, 179441, 2420, 1845558, 21633, 司隸, 銀劍
銀劍西蘭花, 6698742, 9350, 4375, 0, 92877943, 177370, 11540, 697671, 24700, 司隸, 金槍
啱巴, 12231880, 36236, 4641, 0, 131293046, 170998, 13273, 412589, 24440, 司隸, 炮灰
凌魂丨流星, 7129923, 39254, 9335, 0, 72108858, 170370, 23356, 142243, 20693, 司隸, 淩魂
秋丨刀下, 11015305, 37654, 9623, 0, 101710144, 165001, 20587, 320274, 25176, 司隸, 天狼星
劉英雄, 7838157, 10462, 8445, 0, 48685263, 157578, 16577, 240079, 22182, 司隸, 天狼星
痴道人, 3467238, 8847, 6276, 0, 79741814, 156458, 15265, 689351, 17676, 司隸, 金槍
銀劍老Kel, 21009047, 25343, 13542, 0, 87755387, 152387, 22468, 338427, 25993, 司隸, 金槍
東野喬, 15854784, 13901, 14197, 0, 101525718, 148769, 22975, 565138, 26033, 司隸, 天狼星
孤丨枚梓鹿, 792363, 15737, 895, 0, 60950360, 144961, 895, 0, 15303, 司隸, 未分組
銀劍啵啵, 21370136, 53360, 31928, 0, 108309779, 143468, 38314, 1066490, 31743, 司隸, 銀劍
凌魂丨戢武, 6514951, 15025, 3622, 3374575, 53999584, 143211, 13933, 3822401, 20970, 司隸, 天狼星
單于抽名將, 11903292, 47381, 11644, 0, 33475849, 140598, 21545, 0, 29983, 司隸, 肥宅
龍丨造紙龍, 6673872, 22513, 1926, 0, 125277028, 119123, 6671, 82415, 23800, 司隸, 流浪動物
凌魂丨陳苡臻, 17768037, 37243, 6981, 0, 84752890, 118506, 15689, 172594, 22100, 司隸, 淩魂
凌魂丨格仔餅, 1594626, 16717, 3178, 0, 76490558, 117611, 12387, 0, 20943, 司隸, 淩魂
浦喜丨葉孤城, 9657942, 35988, 1434, 0, 87760231, 116727, 5920, 352636, 25750, 司隸, 天狼星
銀劍夏草, 14810134, 14444, 7768, 0, 90059215, 91119, 10798, 688503, 25423, 司隸, 金槍
騎貓逛街的魚, 9184855, 14895, 2827, 4618530, 41743194, 90916, 8959, 5997771, 20620, 司隸, 小號
狼燚l永恆, 11395751, 14361, 0, 0, 70671051, 90741, 4560, 111603, 21120, 司隸, 閒雲
謝翾, 9417150, 17091, 24721, 480586, 87138115, 89270, 36136, 2044260, 21290, 司隸, 流浪動物
銀劍丨鰲拜, 20005470, 1220, 1536, 0, 59773791, 81938, 8619, 2263142, 24632, 江漢, 金槍
東東白, 5322209, 24516, 5430, 3881879, 56886860, 74661, 13188, 13943710, 19756, 江漢, 流浪動物
ITZY帝鯊, 5431122, 13374, 8056, 0, 24362650, 73053, 12909, 924091, 13426, 司隸, 銀劍
凰丨凌波微步, 8264959, 20504, 6120, 0, 56049748, 72941, 7945, 541580, 22200, 司隸, 肥宅
熊軍下尾夜嵐, 7172967, 7060, 21034, 359899, 89248762, 69940, 31094, 3033183, 21163, 司隸, 流浪動物
銀劍哥布林, 10767083, 13702, 4485, 0, 58178518, 66866, 11417, 409698, 22600, 司隸, 金槍
喻建, 5089272, 19016, 9623, 0, 70678144, 66207, 14711, 859204, 15603, 司隸, 流浪動物
浦喜丨凸凸, 5653116, 16673, 1400, 0, 59017182, 57313, 1750, 821979, 10413, 司隸, 天狼星
狼燚l紅玉, 12350248, 12251, 11849, 0, 76626833, 52389, 14605, 0, 18263, 司隸, 閒雲
凌魂丨龐複, 13866686, 14636, 2349, 0, 72105812, 51318, 6235, 650696, 25965, 司隸, 小號
異獸朱雀, 8110636, 11943, 3927, 11410769, 54792858, 49778, 10680, 40557452, 17143, 江漢, 流浪動物
夜幽蓮華, 6630876, 6763, 8870, 6273658, 40612318, 48183, 17555, 23148616, 15310, 司隸, 流浪動物
狼燚丨伍衡, 20114728, 7231, 3080, 0, 63743612, 37215, 5497, 1290921, 22241, 司隸, 閒雲
似舞丨白晴嵐, 17956374, 1541, 8170, 317068, 95509372, 34401, 14604, 9345962, 22040, 司隸, 流浪動物
凌魂丨涵涵, 17110334, 6078, 2441, 0, 62549597, 28655, 5541, 191848, 25203, 司隸, 閒雲
浦喜丨博士, 10319128, 15776, 17092, 244645, 56814055, 28305, 23067, 4239378, 22286, 司隸, 小號
欣翼, 24581415, 22460, 9273, 0, 86526676, 24871, 11351, 0, 25190, 司隸, 炮灰
打我浸豬籠, 21476749, 9813, 749, 0, 51775924, 17020, 3723, 3797346, 13023, 司隸, 小號
黃道丨雙魚, 20011617, 3896, 350, 0, 50518548, 8100, 350, 0, 21350, 司隸, 肥宅
夜王l哈士奇, 4648852, 0, 0, 606330, 14003690, 0, 1100, 21365092, 13280, 江漢, 小號
凌魂丨雷羽, 587893, 0, 0, 1469101, 4164212, 0, 700, 27137306, 6963, 山東, 小號
岳將軍, 61, 0, 0, 0, 24544, 0, 0, 0, 71, 山東, 小號
梓, 2430519, 0, 6897, 1492137, 18055451, 0, 8830, 15319727, 15003, 司隸, 小號
