成員, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
司寇仕林, 4914244, 30483, 0, 0, 68352888, 114417, 3974, 361616, 25750, 司隸, 炮灰
銀劍爆渠王, 16625829, 32126, 385, 0, 104488721, 112947, 2667, 394337, 24910, 司隸, 銀劍
劉英雄, 3453630, 15625, 2540, 0, 28830882, 111985, 6597, 240079, 20963, 司隸, 天狼星
銀劍五暗刻, 3903496, 28746, 2422, 0, 32440551, 110878, 5757, 201536, 21130, 司隸, 金槍
鋼管天竺鼠, 16575899, 36793, 1694, 0, 97567757, 110499, 6011, 810919, 24780, 江漢, 閒雲
凌魂丨鬼才, 13000775, 30575, 450, 0, 90837173, 110162, 3225, 81123, 23503, 江漢, 炮灰
袁天禹, 19938109, 31246, 4600, 0, 79824453, 109823, 15628, 264866, 25483, 司隸, 流浪動物
金英雄, 10205548, 39143, 5323, 0, 58436789, 108870, 10616, 424669, 25800, 司隸, 天狼星
銀劍傑克, 12877609, 23400, 582, 0, 79261262, 99816, 5052, 270779, 23228, 司隸, 銀劍
浦喜丨番茄, 2938736, 24286, 1868, 336180, 37854400, 99577, 6543, 1145143, 19280, 司隸, 天狼星
漢將, 8271366, 31472, 700, 0, 60578879, 98021, 700, 0, 23930, 司隸, 閒雲
銀劍丨必廚, 9973250, 24201, 0, 2629515, 62336314, 97370, 3066, 4907134, 21630, 司隸, 銀劍
玩命丨裘鬼其, 8114919, 17007, 303, 0, 49653546, 96911, 8825, 788736, 22470, 司隸, 淩魂
銀劍西蘭花, 2443423, 29576, 500, 0, 62022319, 95662, 5637, 697671, 21826, 司隸, 金槍
銀劍一枝草, 9422538, 20145, 962, 0, 67811594, 94325, 2423, 428449, 23410, 江漢, 金槍
花雕蒸臭蟹, 5514250, 33706, 0, 478158, 47855595, 91047, 350, 951891, 21690, 司隸, 銀劍
戰I來吧寶貝, 6715785, 15777, 2260, 0, 70058788, 89084, 9326, 729214, 21090, 司隸, 肥宅
痴道人, 8484579, 24530, 801, 0, 62821047, 85634, 5501, 689351, 17093, 司隸, 金槍
月丨巴宅阿瑞, 6522755, 13271, 1350, 0, 55071250, 83919, 4759, 609919, 23620, 江漢, 肥宅
草屯沒有犯罪, 10026775, 29147, 442, 0, 35655665, 82588, 2978, 183788, 21680, 司隸, 天狼星
銀劍丨一葉, 7404877, 38885, 200, 302827, 71520817, 81821, 1250, 337570, 23710, 司隸, 銀劍
銀劍歐底特, 17273323, 19519, 2279, 0, 101128439, 81668, 12024, 498997, 22226, 司隸, 金槍
愛吃葡萄, 5979244, 24283, 401, 0, 43401049, 81263, 4973, 460851, 17906, 司隸, 閒雲
玩爽, 5658326, 27540, 1400, 0, 41386774, 80600, 3482, 446809, 22080, 司隸, 肥宅
月丨巴宅歐歐, 10447947, 27466, 350, 229302, 51019722, 78691, 3543, 229302, 19710, 司隸, 肥宅
FionaH, 14145936, 20559, 816, 0, 84688513, 77077, 4184, 803915, 18873, 司隸, 炮灰
浦喜丨螞蟻, 9280277, 42074, 1600, 0, 44862065, 75888, 3150, 306480, 21940, 司隸, 天狼星
跳跳天竺鼠, 2388580, 20724, 373, 0, 64357183, 72927, 3108, 491618, 21326, 江漢, 閒雲
銀劍梅長蘇, 20768032, 29135, 350, 0, 105092181, 72705, 4424, 580220, 26700, 司隸, 金槍
孤丨枚梓鹿, 3324196, 28006, 4200, 0, 37465544, 69713, 7050, 0, 15123, 司隸, 流浪動物
軒丨農的傳人, 3164669, 18824, 888, 0, 42218335, 67150, 5163, 599541, 18033, 司隸, 肥宅
凌魂丨K, 14475095, 23155, 719, 0, 69714102, 66183, 6025, 101157, 24552, 司隸, 淩魂
銀劍老Kel, 13937792, 23662, 949, 0, 60772429, 64695, 4819, 338427, 20583, 司隸, 金槍
凌魂丨戢武, 2675585, 17362, 1900, 0, 35399153, 63681, 4417, 447826, 20265, 司隸, 天狼星
浦喜丨夜影, 15690675, 28824, 500, 0, 54414287, 62969, 2350, 0, 20820, 司隸, 天狼星
凌魂丨流星, 10121142, 19313, 1200, 0, 51094999, 61339, 6191, 142243, 19625, 司隸, 淩魂
男模觀世陰, 24281612, 13313, 1250, 0, 91007110, 58873, 5261, 1169610, 24620, 司隸, 閒雲
猜猜我是誰, 6770598, 19251, 350, 0, 58376247, 58081, 1477, 534079, 17700, 司隸, 炮灰
東野喬, 5336585, 25255, 350, 0, 63473780, 57765, 3624, 565138, 22150, 司隸, 天狼星
幽玉, 5891743, 19499, 350, 524372, 52356415, 57347, 3330, 1363756, 16840, 司隸, 金槍
凌魂丨格仔餅, 9029232, 21213, 0, 0, 44565958, 53467, 4689, 0, 19040, 司隸, 淩魂
銀劍夏草, 11210737, 17664, 350, 0, 61858132, 53381, 2680, 688503, 20793, 江漢, 金槍
啱巴, 23924217, 14286, 350, 0, 83324916, 52402, 4481, 412589, 24000, 司隸, 炮灰
秋丨刀下, 11011291, 24493, 2206, 0, 51514923, 49832, 5390, 320274, 21323, 司隸, 天狼星
銀劍丨鰲拜, 7679174, 19397, 550, 0, 35518765, 46738, 2980, 1024442, 20736, 江漢, 金槍
狼燚l永恆, 7213348, 13232, 800, 0, 45148558, 45304, 3300, 111603, 20330, 司隸, 閒雲
浦喜丨邢, 23851417, 15598, 2500, 0, 61587030, 43672, 5668, 412224, 19923, 司隸, 天狼星
騎貓逛街的魚, 2942668, 16707, 350, 0, 27626546, 42550, 1784, 370278, 20383, 司隸, 天狼星
謝翾, 6631993, 13750, 0, 0, 50017833, 41911, 3410, 1067340, 21173, 司隸, 流浪動物
凌魂丨泡泡龍, 1909408, 5814, 400, 0, 37971797, 40375, 1382, 331363, 23910, 司隸, 淩魂
狼燚l紅玉, 3811574, 6333, 350, 0, 30587337, 36399, 2334, 0, 17386, 司隸, 閒雲
ITZY帝鯊, 1045199, 11853, 0, 0, 9588039, 30670, 1200, 924091, 12690, 司隸, 銀劍
熊軍下尾夜嵐, 8519958, 9241, 350, 0, 57559558, 30018, 2170, 1562176, 21093, 司隸, 流浪動物
東東白, 8182863, 2077, 550, 4429056, 41094976, 29713, 5665, 5155646, 19329, 江漢, 流浪動物
銀劍啵啵, 10357831, 13194, 817, 0, 52468184, 28057, 817, 1066490, 21873, 司隸, 銀劍
夜幽蓮華, 3430835, 2855, 860, 7536458, 17764662, 26791, 2911, 12345695, 12880, 司隸, 流浪動物
凌魂丨陳苡臻, 19117774, 10914, 2127, 0, 42805175, 25870, 3532, 172594, 19550, 司隸, 淩魂
異獸朱雀, 6911462, 12131, 0, 5156259, 25683493, 25316, 3640, 16746538, 15720, 江漢, 流浪動物
浦喜丨葉孤城, 12609201, 5608, 350, 0, 48938603, 24992, 1900, 352636, 20810, 司隸, 天狼星
銀劍哥布林, 6238615, 7766, 700, 0, 35627198, 21211, 3213, 409698, 19440, 司隸, 金槍
單于抽名將, 2886715, 18618, 1100, 0, 2886715, 18618, 1100, 0, 25830, 司隸, 未分組
龍丨造紙龍, 12118431, 5255, 100, 0, 89692184, 16026, 1274, 82415, 18283, 江漢, 流浪動物
狼燚丨伍衡, 8149188, 4719, 1050, 0, 30633225, 15846, 1400, 1290921, 21110, 司隸, 閒雲
似舞丨白晴嵐, 11026363, 3405, 350, 1929910, 53521321, 13807, 2708, 3825939, 18520, 司隸, 流浪動物
喻建, 15406521, 683, 350, 0, 47745924, 11980, 1953, 859204, 14523, 司隸, 流浪動物
浦喜丨凸凸, 10930532, 9747, 0, 0, 33793045, 11697, 0, 821979, 9933, 司隸, 天狼星
凰丨凌波微步, 6388192, 4143, 350, 0, 29059278, 10310, 350, 541580, 17753, 司隸, 肥宅
凌魂丨涵涵, 6475353, 652, 350, 0, 34773726, 4430, 2050, 191848, 22340, 司隸, 閒雲
黃道丨雙魚, 3061170, 305, 0, 0, 27035327, 510, 0, 0, 14720, 司隸, 肥宅
浦喜丨博士, 12514641, 0, 0, 1448177, 27877236, 173, 1181, 2904441, 15089, 司隸, 天狼星
欣翼, 10803785, 0, 0, 0, 15154881, 120, 1028, 0, 15943, 江漢, 炮灰
想當黃非紅, 2289726, 0, 0, 0, 4503138, 21, 0, 2376766, 6726, 江漢, 鋪路
打我浸豬籠, 1255110, 0, 0, 2423110, 3875332, 15, 350, 3261381, 6175, 司隸, 天狼星
梓, 1904270, 0, 0, 2651834, 10310081, 0, 827, 7215989, 12983, 山東, 流浪動物
凌魂丨雷羽, 824983, 0, 350, 9244791, 880436, 0, 350, 9244791, 6763, 山東, 肥宅
凌魂丨龐複, 12778743, 0, 1750, 0, 21082482, 0, 2100, 650696, 19650, 司隸, 鋪路
夜王l哈士奇, 437162, 0, 0, 1630758, 5345678, 0, 50, 10184184, 11580, 江漢, 鋪路
