成員, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
殘兵小白, 921489, 13300, 2156, 0, 94493210, 304670, 10223, 87079, 25770, 司隸, 淩魂
秋丨刀下, 2618305, 13267, 4340, 0, 93313144, 140614, 15304, 320274, 23833, 司隸, 天狼星
銀劍白板仔, 1298787, 13112, 8366, 0, 145404498, 360700, 17228, 406713, 29073, 司隸, 銀劍
魚缸裡的小魚, 2315394, 12843, 4523, 0, 183627025, 611778, 13424, 86457, 30433, 司隸, 淩魂
月丨巴宅歐歐, 648058, 12838, 3258, 0, 82472360, 176580, 8934, 229302, 22180, 司隸, 肥宅
漢將, 2937587, 12769, 1946, 0, 90780912, 204565, 5566, 0, 25792, 司隸, 閒雲
月丨巴宅阿瑞, 2341433, 12712, 2093, 0, 74148280, 259268, 20544, 609919, 25350, 司隸, 肥宅
銀劍丨一葉, 827481, 12680, 202, 0, 96027950, 208031, 3713, 337570, 24400, 司隸, 銀劍
小彌子, 3081115, 12333, 1497, 1852292, 117900304, 259205, 8074, 2458889, 26806, 司隸, 淩魂
銀劍南柏, 805101, 12081, 7373, 0, 157722379, 681786, 18536, 924456, 28688, 司隸, 金槍
凌魂丨澀澀, 5502802, 11963, 5123, 0, 127020492, 337607, 21139, 0, 22925, 司隸, 淩魂
銀劍一枝草, 4391922, 11880, 4553, 0, 123753004, 256966, 11291, 428449, 27210, 司隸, 金槍
狼燚I阿瘦, 4057016, 11840, 3786, 0, 96424703, 260222, 9542, 323499, 29533, 司隸, 閒雲
銀劍挖呀挖, 3035573, 11832, 10633, 0, 111980711, 267595, 28778, 492064, 21060, 司隸, 金槍
凌宇, 3095925, 11803, 2429, 0, 101207145, 240438, 7364, 148612, 24363, 司隸, 流浪動物
角落小夥伴, 4401615, 11735, 3849, 0, 138823439, 645317, 25302, 80615, 25725, 司隸, 炮灰
銀劍丨多龍, 3636906, 11731, 1903, 0, 89532680, 310002, 9376, 2689678, 28566, 司隸, 金槍
銀劍瀑渠王, 4561628, 11641, 1065, 0, 93701551, 270086, 22120, 317479, 28415, 司隸, 銀劍
銀劍低調, 6385110, 11522, 1668, 0, 130848220, 276869, 20508, 423193, 31510, 司隸, 銀劍
龍丨馬卡龍, 2221545, 11477, 4835, 0, 149412221, 375065, 14914, 83231, 24920, 司隸, 流浪動物
龍丨貓貓龍, 2453022, 11124, 6452, 0, 117538202, 238178, 25340, 482755, 25453, 司隸, 流浪動物
曾英雄, 3297144, 11088, 2974, 0, 140622088, 555745, 12860, 720788, 29070, 司隸, 天狼星
銀劍潛龍, 609655, 10980, 4017, 0, 114394700, 282824, 34525, 330034, 23652, 司隸, 銀劍
三國窮二代, 3162569, 10582, 4449, 0, 117553311, 240768, 17977, 340854, 25368, 司隸, 炮灰
銀劍烈焰, 3383967, 10532, 7295, 0, 138262481, 225220, 21617, 404192, 26745, 司隸, 銀劍
月丨南方的貓, 571874, 10508, 1127, 0, 101976104, 199293, 7766, 965967, 25353, 司隸, 肥宅
狼燚l上善, 4347530, 10293, 1832, 0, 89808936, 282854, 12798, 104697, 24439, 司隸, 閒雲
銀劍傑克, 4847200, 10124, 5308, 0, 130825436, 160142, 15630, 270779, 29958, 司隸, 銀劍
草屯沒有犯罪, 3125561, 10095, 3682, 0, 81783862, 188737, 10649, 183788, 24080, 司隸, 天狼星
貪婪丨上兵蘭, 3953712, 9992, 5407, 0, 144483502, 434055, 19953, 473672, 26823, 司隸, 金槍
狼燚丨從一, 3193078, 9926, 4965, 0, 136292632, 391035, 16383, 482231, 29250, 司隸, 閒雲
銀劍阿姨, 4684216, 9604, 1420, 0, 99492689, 282100, 7454, 395985, 26003, 司隸, 銀劍
銀劍發春仔, 6841016, 9579, 3445, 0, 230697567, 351961, 11111, 422706, 30570, 司隸, 銀劍
月丨莫西多, 5228464, 9450, 2632, 0, 76950538, 302954, 15308, 247582, 18186, 司隸, 肥宅
銀劍魔皇, 1896467, 9343, 460, 0, 59462509, 249318, 17729, 112988, 22790, 司隸, 銀劍
凌魂丨北歐拳, 3174879, 9272, 1862, 0, 112173197, 257248, 6115, 0, 20656, 司隸, 淩魂
龍丨四季廸魚, 1944955, 9083, 7137, 0, 138725565, 375294, 19217, 580907, 23188, 司隸, 流浪動物
軒風, 7215149, 8839, 101, 0, 165022371, 469196, 2905, 600710, 24913, 司隸, 肥宅
銀劍啵啵, 6548437, 8404, 5817, 0, 93488080, 98512, 12203, 1066490, 30396, 司隸, 銀劍
龍趙, 1180293, 8314, 1365, 0, 67288755, 227266, 6010, 337642, 19340, 司隸, 流浪動物
浦喜丨邢, 4155825, 8214, 10795, 0, 95727733, 141422, 30839, 412224, 25583, 司隸, 天狼星
孤丨枚梓鹿, 5725965, 7557, 1462, 0, 59888750, 123957, 12890, 0, 15423, 司隸, 流浪動物
玩命丨裘鬼其, 3437879, 7463, 5006, 0, 85874383, 199201, 19361, 788736, 24113, 司隸, 淩魂
摩連奴, 1114981, 7444, 4679, 0, 119484819, 287975, 14870, 415700, 25100, 司隸, 淩魂
阿古路, 1111085, 7400, 3835, 0, 52766605, 383041, 23769, 0, 24030, 司隸, 炮灰
凌魂丨龐複, 1864090, 7251, 785, 0, 60103216, 43933, 4671, 650696, 25943, 司隸, 小號
月丨可以, 3010208, 7236, 5508, 0, 116397477, 435970, 23331, 944545, 24333, 司隸, 肥宅
跳跳天竺鼠, 2901471, 7057, 3583, 0, 97400599, 136679, 9181, 491618, 22166, 司隸, 閒雲
銀劍五暗刻, 2708607, 6682, 7034, 0, 51719072, 256145, 19544, 201536, 25420, 司隸, 金槍
凌魂丨小A, 7165029, 6569, 6128, 0, 140467656, 373063, 20002, 832973, 26793, 司隸, 淩魂
玩爽, 3912662, 6435, 4391, 0, 68867925, 166926, 10975, 446809, 23060, 司隸, 肥宅
星界豆, 2065541, 6425, 9970, 0, 143662891, 221936, 54125, 543031, 29540, 司隸, 天狼星
銀劍臭茜, 6466400, 6372, 1797, 0, 83018554, 270139, 8511, 356412, 24553, 司隸, 銀劍
凌魂丨餐蛋麵, 5085055, 6314, 3079, 0, 111928170, 287011, 15611, 380606, 26813, 司隸, 淩魂
欣翼, 9215984, 6142, 874, 0, 71161245, 8553, 2952, 0, 22706, 司隸, 炮灰
銀劍歐底特, 4816793, 6106, 8459, 0, 168455555, 152440, 31481, 498997, 23980, 司隸, 金槍
玩命l大愛, 565047, 6064, 2292, 0, 80568329, 258039, 6400, 264071, 21170, 司隸, 淩魂
銀劍中頑童, 731271, 6063, 2472, 0, 129106217, 529353, 9238, 847933, 29743, 司隸, 金槍
月丨怠惰, 649427, 5989, 4055, 0, 90351433, 231171, 12329, 725898, 22030, 司隸, 肥宅
愛吃葡萄, 2446842, 5732, 4728, 0, 66209475, 180809, 11140, 460851, 18566, 司隸, 閒雲
金英雄, 455649, 5664, 2842, 0, 89126377, 233694, 26350, 424669, 29535, 司隸, 天狼星
FionaH, 351018, 5660, 2029, 0, 104840840, 199377, 10192, 803915, 20219, 司隸, 炮灰
猜猜我是誰, 4447180, 5650, 1987, 0, 88910657, 154700, 6149, 534079, 20833, 司隸, 炮灰
浦喜丨葉孤城, 2012403, 5599, 35, 0, 80114692, 86338, 4521, 352636, 25180, 司隸, 天狼星
銀劍任鈞, 2235864, 5407, 1019, 0, 127475253, 570408, 11643, 60963, 28300, 司隸, 銀劍
啱巴, 4451514, 5388, 1672, 0, 123512680, 140150, 10304, 412589, 24380, 司隸, 炮灰
痴道人, 1147419, 5310, 6276, 0, 77421995, 152921, 15265, 689351, 17676, 司隸, 金槍
月丨暴君熊, 13894805, 5034, 3865, 0, 186276909, 305650, 29289, 263070, 28410, 司隸, 肥宅
幽玉, 661443, 5003, 4458, 0, 71218836, 140864, 11546, 1363756, 19005, 司隸, 金槍
凰丨凌波微步, 589388, 4860, 448, 0, 48374177, 57297, 2273, 541580, 22620, 司隸, 肥宅
銀劍夏草, 3373811, 4792, 3586, 0, 78622892, 81467, 6616, 688503, 24623, 司隸, 金槍
凌魂丨流星, 1261431, 4550, 2653, 0, 66240366, 135666, 16674, 142243, 20453, 司隸, 淩魂
騎貓逛街的魚, 1645601, 4490, 2174, 0, 34203940, 80511, 8306, 1379241, 20763, 司隸, 小號
浦喜丨凸凸, 3497716, 4473, 0, 0, 56861782, 45113, 350, 821979, 10053, 司隸, 天狼星
銀劍右奇, 214035, 4282, 4258, 0, 140853738, 368308, 13036, 396038, 28290, 司隸, 銀劍
龍丨造紙龍, 210288, 4208, 1891, 0, 118813444, 100818, 6636, 82415, 22763, 司隸, 流浪動物
狼燚丨蓝莓, 901005, 3971, 1763, 199411, 122545405, 554319, 6767, 840213, 31100, 司隸, 閒雲
凌魂丨K, 9900746, 3861, 3864, 0, 113539836, 178505, 16649, 101157, 26386, 司隸, 淩魂
銀劍二筒, 5253763, 3833, 4959, 0, 128700371, 336772, 27638, 100865, 28635, 司隸, 銀劍
凌魂丨涵涵, 4611800, 3759, 328, 0, 50051063, 26336, 3428, 191848, 25083, 司隸, 閒雲
東東白, 1157584, 3724, 252, 2374817, 52722235, 53869, 8010, 12436648, 19886, 江漢, 流浪動物
銀劍丹尼, 862074, 3587, 4467, 0, 73911106, 253912, 14107, 623213, 23740, 司隸, 金槍
男模觀世陰, 1788141, 3515, 3781, 0, 130602216, 127437, 16050, 1169610, 27000, 司隸, 閒雲
凌魂丨泡泡龍, 6099804, 3509, 2622, 0, 73761243, 119176, 6028, 331363, 27200, 司隸, 淩魂
軒丨農的傳人, 548287, 3497, 4659, 0, 71063506, 152958, 18772, 599541, 18998, 司隸, 肥宅
銀劍怪獸, 1169467, 3470, 0, 0, 88491507, 230696, 14707, 364167, 19922, 司隸, 銀劍
憤怒丨中士鄧, 2828568, 3388, 3537, 0, 96319560, 389308, 12287, 650804, 24950, 司隸, 金槍
凌魂丨陳苡臻, 5963104, 3336, 0, 0, 72947957, 84599, 8708, 172594, 22000, 司隸, 淩魂
ITZY帝鯊, 2529588, 3294, 3633, 0, 21461116, 62973, 8486, 924091, 13360, 司隸, 銀劍
玩命丨歐吉桑, 7808949, 3265, 6259, 0, 147045334, 565720, 17878, 83723, 31470, 司隸, 淩魂
戰I來吧寶貝, 1040406, 3061, 1054, 0, 109284633, 154878, 18468, 729214, 23780, 司隸, 肥宅
浦喜丨博士, 3506659, 2268, 3467, 0, 50001586, 14797, 9442, 3994733, 21198, 司隸, 小號
凌魂丨戢武, 4186737, 2113, 3052, 0, 51671370, 130299, 13363, 447826, 20550, 司隸, 天狼星
狼燚丨出返去, 1614321, 1724, 3330, 0, 115813808, 285141, 19951, 824675, 25183, 司隸, 閒雲
殘存末路, 3663791, 1680, 2646, 0, 113769318, 232988, 9558, 81090, 28793, 司隸, 閒雲
劉英雄, 530190, 1466, 5295, 0, 41377296, 148582, 13427, 240079, 22503, 司隸, 天狼星
銀劍哥布林, 1743962, 1138, 2706, 0, 49155397, 54302, 9638, 409698, 21000, 司隸, 金槍
黃道丨雙魚, 6665865, 988, 350, 0, 37172796, 5192, 350, 0, 18650, 司隸, 肥宅
熊軍下尾夜嵐, 513057, 967, 6865, 0, 82588852, 63847, 16925, 2673284, 21503, 司隸, 流浪動物
傲驕丨鬼連長, 4913715, 806, 10336, 0, 133324368, 303363, 24102, 584258, 29783, 司隸, 金槍
龍丨肥龍, 3, 1, 2255, 0, 86769170, 254525, 11152, 0, 17240, 司隸, 流浪動物
喻建, 225354, 0, 3972, 0, 65814226, 47191, 9060, 859204, 15583, 司隸, 流浪動物
凌魂丨雷羽, 203493, 0, 0, 1469101, 3779812, 0, 700, 27137306, 6963, 山東, 小號
似舞丨白晴嵐, 2334485, 0, 3695, 317068, 79887483, 32860, 10129, 9345962, 19180, 司隸, 流浪動物
銀劍西蘭花, 1870431, 0, 3325, 0, 88049632, 168020, 10490, 697671, 24403, 司隸, 金槍
東野喬, 2830159, 0, 5832, 0, 88501093, 134868, 14610, 565138, 25453, 司隸, 天狼星
花雕蒸臭蟹, 0, 0, 0, 0, 56100038, 162039, 2251, 1845558, 21633, 司隸, 銀劍
夜幽蓮華, 1448478, 0, 4334, 6273658, 35429920, 41420, 13019, 23148616, 15000, 司隸, 流浪動物
凌魂丨鬼才, 2615419, 0, 2901, 0, 131756781, 224301, 10869, 81123, 26504, 司隸, 炮灰
梓, 2646, 0, 2459, 0, 15627578, 0, 4392, 13827590, 13006, 山東, 小號
異獸朱雀, 3393063, 0, 174, 2135159, 50075285, 37835, 6927, 31281842, 17143, 江漢, 流浪動物
謝翾, 1066651, 0, 10146, 0, 78787616, 72179, 21561, 1563674, 20970, 司隸, 流浪動物
銀劍梅長蘇, 4294979, 0, 9208, 0, 165510149, 200752, 21049, 580220, 29450, 司隸, 金槍
岳將軍, 0, 0, 0, 0, 24483, 0, 0, 0, 59, 山東, 小號
暴食丨逃兵逆, 2454367, 0, 3768, 0, 101332395, 242802, 13724, 100122, 22950, 司隸, 金槍
凌魂丨西柚, 9759, 0, 1878, 0, 118877725, 441839, 9800, 1363186, 26910, 司隸, 閒雲
狼燚l紅玉, 0, 0, 3426, 0, 64276585, 40138, 6182, 0, 18031, 司隸, 閒雲
夜王l哈士奇, 2595974, 0, 0, 0, 11950812, 0, 1100, 20758762, 12980, 江漢, 小號
暴躁天竺鼠, 6164275, 0, 7716, 0, 106415675, 231188, 24405, 590226, 29166, 司隸, 閒雲
凌魂丨格仔餅, 0, 0, 3178, 0, 74895932, 100894, 12387, 0, 20943, 司隸, 淩魂
打我浸豬籠, 7531899, 0, 399, 0, 37831074, 7207, 3373, 3797346, 12723, 司隸, 小號
狼燚l永恆, 1632855, 0, 0, 0, 60908155, 76380, 4560, 111603, 21120, 司隸, 閒雲
銀劍丨鰲拜, 5020062, 0, 486, 0, 44788383, 80718, 7569, 2263142, 23015, 江漢, 金槍
銀劍老Kel, 2329806, 0, 2693, 0, 69076146, 127044, 11619, 338427, 21356, 司隸, 金槍
狼燚丨伍衡, 19, 0, 2730, 0, 43628903, 29984, 5147, 1290921, 21513, 司隸, 閒雲
