成員, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
銀劍南柏, 33847368, 170700, 1588, 0, 137156355, 424226, 5780, 924456, 28580, 司隸, 金槍
銀劍爆渠王, 33410977, 50476, 1226, 0, 121273869, 131297, 3508, 394337, 25853, 司隸, 銀劍
銀劍陳仔, 32668015, 102141, 2849, 0, 120173641, 315691, 5932, 713970, 28980, 司隸, 銀劍
銀劍歐底特, 32569860, 40236, 4002, 0, 116424976, 102385, 13747, 498997, 22340, 司隸, 金槍
男模觀世陰, 32376920, 24092, 3959, 0, 99102418, 69652, 7970, 1169610, 24533, 司隸, 閒雲
銀劍烈焰, 31888240, 67228, 2182, 0, 97945986, 154289, 10302, 404192, 23248, 司隸, 銀劍
銀劍發春仔, 31731035, 67785, 1507, 0, 164368612, 210276, 4495, 422706, 28300, 司隸, 銀劍
銀劍右奇, 31426269, 90478, 1079, 0, 112405433, 237990, 5447, 396038, 26980, 司隸, 銀劍
龍丨馬卡龍, 30163563, 101129, 1468, 0, 119513828, 203776, 5181, 83231, 22866, 司隸, 流浪動物
銀劍白板仔, 29593308, 93192, 2160, 0, 132777360, 264375, 5636, 406713, 27850, 司隸, 銀劍
月丨德瑞克, 29433757, 146596, 607, 0, 112161053, 387065, 1129, 80624, 25893, 司隸, 肥宅
偷食魚嘅貓, 29417797, 97226, 4521, 0, 99269299, 244795, 11268, 391082, 24525, 司隸, 炮灰
銀劍北杉, 29074275, 143720, 729, 0, 158598682, 408790, 2199, 86791, 27323, 司隸, 金槍
玩命丨歐吉桑, 28963584, 124748, 2972, 0, 116237405, 305931, 5810, 83723, 29216, 司隸, 淩魂
不吃魚的貓, 28940440, 158944, 7688, 0, 108014873, 337248, 17545, 579200, 25373, 司隸, 炮灰
凌魂丨陳苡臻, 28861204, 17712, 3228, 0, 52548605, 32668, 4633, 172594, 19553, 司隸, 淩魂
太史猴哥, 28806747, 65538, 896, 0, 92467536, 151340, 3675, 83478, 25150, 司隸, 淩魂
凌魂丨餐蛋麵, 27855050, 79560, 4018, 0, 93094744, 176073, 9943, 380606, 26020, 司隸, 淩魂
銀劍低調, 27810719, 94333, 6110, 0, 94666811, 210435, 16560, 423193, 30010, 司隸, 銀劍
浦喜丨情人節, 27417785, 95873, 6117, 0, 111101704, 256554, 14573, 81067, 25509, 司隸, 天狼星
銀劍仲達, 27250184, 79929, 1813, 0, 115993918, 263949, 4381, 365631, 23550, 司隸, 金槍
改咩名, 27226615, 90789, 6593, 0, 93921046, 204678, 14928, 615433, 30880, 司隸, 淩魂
銀劍中頑童, 26938703, 109389, 679, 0, 104545040, 291738, 4626, 847933, 27520, 司隸, 金槍
Suede, 26918861, 84941, 8051, 0, 108975283, 241260, 17864, 278196, 26810, 司隸, 流浪動物
FionaH, 26791786, 43061, 2980, 0, 97334363, 99579, 6348, 803915, 19205, 司隸, 炮灰
軒風, 26768137, 145139, 1104, 0, 131127121, 292236, 2104, 600710, 24873, 司隸, 肥宅
銀劍二筒, 26611288, 76464, 8463, 0, 97063031, 300657, 22679, 100865, 25845, 司隸, 銀劍
宇治, 26530876, 141484, 31302, 0, 113285247, 296804, 55127, 80132, 25268, 司隸, 炮灰
鋼管天竺鼠, 26450966, 56273, 2699, 0, 107442824, 129979, 7016, 810919, 25033, 江漢, 閒雲
袁天禹, 25993694, 57730, 12422, 0, 85880038, 136307, 23450, 264866, 25985, 司隸, 流浪動物
凌魂丨澀澀, 25407139, 103921, 6554, 0, 83137693, 210005, 10784, 0, 22397, 司隸, 淩魂
星界豆, 25348345, 46338, 6534, 0, 101539057, 158301, 21566, 543031, 26503, 司隸, 天狼星
凌魂丨西柚, 25090342, 85008, 836, 0, 106447365, 279239, 6097, 1363186, 26110, 司隸, 閒雲
傲驕丨鬼連長, 24600978, 77210, 1205, 0, 112271547, 191041, 7677, 584258, 27050, 司隸, 金槍
月丨可以, 24517104, 124434, 3135, 0, 82558366, 277375, 11736, 944545, 23163, 司隸, 肥宅
龍丨造紙龍, 24235672, 23882, 450, 0, 101809425, 34653, 1624, 82415, 21180, 江漢, 流浪動物
凌魂丨小A, 24078262, 112912, 5202, 0, 88870793, 237663, 8845, 832973, 22026, 司隸, 淩魂
龍丨貓貓龍, 23994791, 71643, 1077, 0, 91737333, 156134, 11261, 482755, 24096, 司隸, 流浪動物
喻建, 23313381, 7259, 350, 0, 55652784, 18556, 1953, 859204, 14943, 司隸, 流浪動物
銀劍神鼻, 22888374, 92589, 3765, 368533, 96267981, 194324, 8363, 898931, 27260, 司隸, 銀劍
月丨暴君熊, 22353412, 87057, 9689, 0, 121141808, 221429, 18245, 263070, 27219, 司隸, 肥宅
炑炑, 22319214, 157998, 12112, 0, 111234243, 377115, 31933, 242739, 27903, 司隸, 炮灰
玩命丨史塔森, 22184846, 148653, 9609, 0, 91027148, 331642, 13285, 341302, 22136, 司隸, 淩魂
浦喜丨化骨龍, 22162586, 101762, 1600, 0, 94586489, 309748, 4542, 587560, 28143, 司隸, 天狼星
九方好漢, 22032226, 124613, 10393, 0, 102428665, 347072, 21553, 408718, 26500, 司隸, 淩魂
月丨雷羽, 21650444, 144798, 1593, 0, 116938451, 359259, 6994, 183772, 26973, 司隸, 肥宅
欣翼, 21526681, 0, 0, 0, 25877777, 120, 1028, 0, 15943, 江漢, 炮灰
鄉鄉莉莉, 21455161, 178904, 5232, 0, 83756183, 469063, 9758, 314637, 28249, 司隸, 閒雲
銀劍傑克, 21259937, 40417, 1640, 0, 87643590, 116833, 6110, 270779, 24581, 司隸, 銀劍
偷吃魚的貓, 21250642, 87617, 5605, 0, 80089519, 237311, 15354, 291209, 24946, 司隸, 炮灰
愛吃豆腐, 21177573, 104695, 4876, 0, 83021188, 259224, 19481, 839957, 25553, 司隸, 炮灰
浦喜丨博士, 21100884, 1985, 900, 1448177, 36463479, 2158, 2081, 2904441, 14839, 司隸, 小號
條子杯杯, 21035368, 70756, 10301, 0, 71706618, 155079, 14441, 125615, 23500, 司隸, 流浪動物
凌魂丨龐複, 20664695, 10411, 2104, 0, 28968434, 10411, 2454, 650696, 20353, 司隸, 小號
月丨白金肝帝, 20581775, 168911, 5497, 0, 120906196, 397802, 12760, 94228, 29063, 司隸, 肥宅
銀劍丨多龍, 20493103, 56746, 1202, 0, 75507454, 187628, 4302, 83697, 26797, 司隸, 金槍
狼燚丨潛農, 20362294, 148726, 4812, 0, 114001826, 308543, 9083, 752355, 29915, 司隸, 閒雲
低沉的花椒, 20361489, 78760, 4450, 1043469, 89481594, 169430, 9983, 2019120, 25996, 司隸, 肥宅
令狐藍藍, 20349718, 67801, 1502, 0, 73362303, 198292, 5386, 217241, 26803, 司隸, 閒雲
月丨巴宅歐歐, 20284885, 52405, 754, 229302, 60856660, 103630, 3947, 229302, 19813, 司隸, 肥宅
銀劍啵啵, 20250612, 25932, 1941, 0, 62360965, 40795, 1941, 1066490, 23003, 司隸, 銀劍
銀劍阿姨, 19883774, 51117, 2138, 0, 74223449, 164934, 5112, 395985, 18910, 司隸, 銀劍
月丨南方的凰, 19815599, 111580, 857, 0, 116182039, 317032, 6613, 350614, 25790, 司隸, 肥宅
狼燚丨從一, 19812066, 93908, 3612, 0, 106745724, 286952, 8113, 482231, 26743, 司隸, 閒雲
玩命l大愛, 19454568, 101031, 2715, 0, 71139154, 189073, 4108, 264071, 21200, 司隸, 淩魂
貪婪丨上兵蘭, 19400350, 115666, 5759, 0, 104093074, 297379, 8598, 473672, 26483, 司隸, 金槍
銀劍丨必廚, 19377305, 40044, 0, 2629515, 71740369, 113213, 3066, 4907134, 22610, 司隸, 銀劍
狼燚l上善, 19098974, 51145, 2530, 0, 65286560, 177518, 9247, 104697, 23080, 司隸, 閒雲
殘存末路, 19032433, 64714, 1596, 0, 74068879, 173687, 5194, 81090, 26996, 司隸, 閒雲
凌魂丨K, 18991696, 60836, 2638, 0, 74230703, 103864, 7944, 101157, 25172, 司隸, 淩魂
月丨南方的貓, 18794590, 47366, 1094, 0, 77681321, 128688, 3918, 965967, 23523, 司隸, 肥宅
月丨巴宅Ya, 18741165, 186886, 5123, 0, 82993228, 437702, 8175, 397964, 26299, 司隸, 肥宅
月丨棒打, 18726735, 85849, 2125, 130117, 99669866, 207028, 6958, 437176, 24212, 司隸, 肥宅
周英雄, 18722914, 141222, 3166, 0, 79819523, 328143, 6001, 283550, 28053, 司隸, 天狼星
凌魂丨鬼才, 18712474, 66590, 963, 0, 96548872, 146177, 3738, 81123, 23520, 江漢, 炮灰
浦喜丨葉孤城, 18680354, 13829, 700, 0, 55009756, 33213, 2250, 352636, 21670, 司隸, 天狼星
角落小夥伴, 18663737, 192727, 7579, 0, 100740381, 486840, 15686, 80615, 23095, 司隸, 炮灰
殘兵小白, 18655568, 69083, 1389, 0, 75821026, 165544, 5659, 87079, 25213, 司隸, 淩魂
月丨獺祭, 18629904, 70086, 1670, 0, 57884673, 154131, 9055, 86428, 19866, 司隸, 肥宅
羅英雄, 18584631, 87702, 10827, 0, 87826967, 262293, 23542, 331536, 27256, 司隸, 天狼星
月丨巴宅伍天, 18571634, 163118, 3682, 0, 99937776, 341942, 5632, 414142, 26940, 司隸, 肥宅
月丨怠惰, 18470929, 47421, 1146, 0, 66218486, 139308, 3678, 725898, 21710, 司隸, 肥宅
阿迪, 18337279, 72978, 1761, 0, 93900197, 205075, 5798, 84695, 27713, 司隸, 炮灰
銀劍一枝草, 18267089, 69870, 1587, 0, 76656145, 144050, 3048, 428449, 23873, 司隸, 金槍
小彌子, 18128402, 69293, 820, 101467, 87328393, 163047, 3832, 504512, 25588, 司隸, 淩魂
魚缸裡的小魚, 18032299, 170047, 1871, 0, 119077753, 423251, 5568, 86457, 29406, 司隸, 淩魂
浦喜丨孝熤, 17989541, 89987, 1418, 0, 82821796, 186359, 5730, 1262953, 22390, 司隸, 天狼星
猴, 17552959, 62369, 3124, 77438, 71335274, 165004, 5725, 347020, 24421, 司隸, 炮灰
暴食丨逃兵逆, 17493352, 45034, 3671, 0, 87009485, 144876, 5918, 100122, 18533, 司隸, 金槍
凌魂丨格仔餅, 17294780, 29033, 303, 0, 52831506, 61287, 4992, 0, 19290, 司隸, 淩魂
銀劍臭茜, 17276778, 84424, 3065, 0, 62938499, 185392, 4877, 356412, 22576, 司隸, 銀劍
天之鳳凰, 17102890, 105640, 2348, 0, 98563428, 205087, 4669, 90773, 23859, 江漢, 金槍
愛吃橘里, 16880097, 190266, 6801, 0, 111004374, 464172, 17779, 578768, 30143, 司隸, 淩魂
夜讀五車書, 16802007, 68412, 4900, 0, 71461941, 194087, 14610, 806780, 21005, 司隸, 天狼星
凌魂丨北歐拳, 16682331, 78029, 343, 0, 88582193, 192572, 3553, 0, 20763, 司隸, 淩魂
三國窮二代, 16671203, 58139, 3271, 0, 82984097, 140721, 7315, 340854, 23056, 司隸, 炮灰
秋丨刀下, 16554811, 35888, 4324, 0, 57058443, 61227, 7508, 320274, 21529, 司隸, 天狼星
似舞丨白晴嵐, 16519595, 5600, 1720, 1929910, 59014553, 16002, 4078, 3825939, 18920, 司隸, 流浪動物
龍丨四季廸魚, 16475101, 97841, 3526, 0, 105212674, 247841, 8815, 580907, 21550, 司隸, 流浪動物
玥淓汣沐, 16346890, 137255, 1089, 0, 101562682, 450185, 3929, 323157, 24023, 司隸, 淩魂
浦喜丨夜影, 16315596, 41119, 550, 0, 55039208, 75264, 2400, 0, 20920, 司隸, 天狼星
暴躁天竺鼠, 16121809, 52873, 3146, 0, 73617152, 153836, 7052, 590226, 26560, 江漢, 閒雲
銀劍挖呀挖, 15958160, 80240, 5909, 0, 81004475, 184798, 10189, 492064, 19483, 司隸, 金槍
浦喜丨凸凸, 15944015, 15625, 0, 0, 38806528, 17575, 0, 821979, 10033, 司隸, 天狼星
唔係真事呀, 15773881, 126328, 2191, 0, 83128918, 274902, 8644, 812404, 23863, 司隸, 天狼星
東東白, 15572637, 7289, 1209, 4739595, 48484750, 34925, 6324, 5466185, 19509, 江漢, 流浪動物
金英雄, 15327754, 59010, 7887, 0, 63558995, 128737, 13180, 424669, 26486, 司隸, 天狼星
狼燚丨蓝莓, 15243876, 141319, 703, 0, 91599414, 405656, 3749, 640802, 29469, 司隸, 閒雲
銀劍老Kel, 14957498, 43778, 2127, 0, 61792135, 84811, 5997, 338427, 20583, 司隸, 金槍
凰丨凌波微步, 14926718, 9694, 587, 0, 37597804, 15861, 587, 541580, 18976, 司隸, 肥宅
七星檸檬多, 14727514, 150515, 4742, 0, 47934733, 296492, 10903, 418391, 22251, 司隸, 炮灰
銀劍夏草, 14616120, 27381, 350, 0, 65263515, 63098, 2680, 688503, 20793, 江漢, 金槍
唐少帥, 14567567, 148836, 5415, 0, 81532201, 315585, 17765, 194760, 19583, 司隸, 炮灰
凌魂丨流星, 14538942, 36169, 4126, 0, 55512799, 78195, 9117, 142243, 21040, 司隸, 淩魂
浦喜丨螞蟻, 14535799, 65099, 3679, 0, 50117587, 98913, 5229, 306480, 21980, 司隸, 天狼星
狼燚丨伍衡, 14503058, 10714, 1050, 0, 36987095, 21841, 1400, 1290921, 21510, 司隸, 閒雲
熊軍下尾夜嵐, 14338860, 16791, 1113, 0, 63378460, 37568, 2933, 1562176, 21293, 司隸, 流浪動物
痴道人, 14031251, 61270, 1252, 0, 68367719, 122374, 5952, 689351, 17416, 司隸, 金槍
阿古路, 13962845, 122705, 9133, 0, 29642573, 229532, 11022, 0, 18736, 司隸, 炮灰
銀劍任鈞, 13943388, 141212, 3253, 0, 93026833, 359491, 6681, 60963, 27323, 司隸, 銀劍
玩命丨裘鬼其, 13929535, 36532, 991, 0, 55468162, 116436, 9513, 788736, 22853, 司隸, 淩魂
漢將, 13476930, 70725, 2220, 0, 65784443, 137274, 2220, 0, 24560, 司隸, 閒雲
月丨莫西多, 13376040, 82506, 3896, 0, 52254341, 182351, 7318, 247582, 17879, 司隸, 肥宅
戰I來吧寶貝, 13317881, 31694, 2462, 0, 76660884, 105001, 9528, 729214, 22670, 司隸, 肥宅
憤怒丨中士鄧, 12783955, 100608, 2123, 0, 74732328, 276138, 5487, 650804, 24343, 司隸, 金槍
曾英雄, 12674630, 139993, 927, 0, 98370771, 376409, 3977, 720788, 25990, 司隸, 天狼星
銀劍瀑渠王, 12608785, 62510, 6634, 0, 67791674, 189631, 15118, 0, 22558, 司隸, 銀劍
草屯沒有犯罪, 12546285, 56041, 1661, 0, 38175175, 109482, 4197, 183788, 23209, 司隸, 天狼星
銀劍丨一葉, 12393928, 71979, 1261, 302827, 76509868, 114915, 2311, 337570, 24280, 司隸, 銀劍
猜猜我是誰, 11949450, 46789, 451, 0, 63555099, 85619, 1578, 534079, 18070, 司隸, 炮灰
狼燚丨出返去, 11837800, 81887, 2747, 0, 92137200, 209311, 11953, 824675, 21760, 司隸, 閒雲
摩連奴, 11661876, 62775, 3473, 0, 102462239, 187090, 7903, 415700, 25203, 司隸, 淩魂
葉否放, 11599114, 120599, 10018, 0, 100066688, 347827, 26255, 482035, 27650, 司隸, 流浪動物
銀劍關翔, 11401972, 144990, 9193, 0, 93556021, 326838, 17004, 862356, 23624, 司隸, 金槍
異獸朱雀, 11331645, 19385, 0, 8215396, 30103676, 32570, 3640, 19805675, 16220, 江漢, 流浪動物
謝翾, 10779353, 23961, 1100, 0, 54165193, 52122, 4510, 1067340, 21193, 司隸, 流浪動物
司寇仕林, 10662952, 64910, 700, 0, 74101596, 148844, 4674, 361616, 26125, 司隸, 炮灰
狼燚l永恆, 10239942, 20839, 1460, 0, 48175152, 52911, 3960, 111603, 20390, 司隸, 閒雲
銀劍丹尼, 9928277, 64322, 1300, 0, 57541861, 144305, 5675, 623213, 20262, 司隸, 金槍
凌宇, 9881507, 41195, 951, 0, 78319453, 141030, 3051, 148612, 22390, 司隸, 流浪動物
狼燚I阿瘦, 9753796, 34913, 754, 0, 66276926, 151947, 4217, 323499, 28173, 司隸, 閒雲
月影流风, 9177930, 133945, 4718, 0, 74593811, 322828, 7978, 409008, 18786, 司隸, 金槍
幽玉, 9091823, 41660, 801, 524372, 55556495, 79508, 3781, 1363756, 17380, 司隸, 金槍
銀劍五暗刻, 9074283, 69864, 2729, 0, 37611338, 151996, 6064, 201536, 22930, 司隸, 金槍
打我浸豬籠, 9035746, 0, 350, 2423110, 11655968, 15, 700, 3261381, 8606, 司隸, 小號
銀劍哥布林, 8802671, 18096, 1428, 0, 38191254, 31541, 3941, 409698, 19403, 司隸, 金槍
銀劍魔皇, 8756982, 58458, 1129, 0, 42509634, 166185, 3858, 112988, 21080, 司隸, 銀劍
劉英雄, 8666602, 25518, 3162, 0, 34043854, 121878, 7219, 240079, 20933, 司隸, 天狼星
玩爽, 8663145, 43285, 1602, 0, 44391593, 96345, 3684, 446809, 22863, 司隸, 肥宅
銀劍丨鰲拜, 8626154, 34569, 1838, 0, 36465745, 61910, 4268, 1024442, 21086, 江漢, 金槍
愛吃葡萄, 8272150, 62587, 755, 0, 45693955, 119567, 5327, 460851, 17906, 司隸, 閒雲
龍趙, 8234609, 61569, 703, 0, 59724268, 152369, 3111, 337642, 18620, 司隸, 流浪動物
花雕蒸臭蟹, 8098551, 52000, 1551, 478158, 50439896, 109341, 1901, 951891, 21890, 司隸, 銀劍
銀劍潛龍, 7966492, 48772, 5759, 80685, 90280353, 197917, 19369, 330034, 20033, 司隸, 銀劍
銀劍怪獸, 7781924, 60641, 3248, 0, 70158725, 159318, 7178, 364167, 19679, 司隸, 銀劍
軒丨農的傳人, 7567348, 43767, 3229, 0, 46621014, 92093, 7504, 599541, 18425, 司隸, 肥宅
凌魂丨涵涵, 7101786, 4881, 700, 0, 35400159, 8659, 2400, 191848, 22440, 司隸, 閒雲
東野喬, 6842942, 49831, 990, 0, 64980137, 82341, 4264, 565138, 22313, 司隸, 天狼星
夜幽蓮華, 6391313, 8508, 1560, 7536458, 20725140, 32444, 3611, 12345695, 12940, 司隸, 流浪動物
狼燚l紅玉, 6231785, 10072, 772, 0, 33007548, 40138, 2756, 0, 17383, 司隸, 閒雲
單于抽名將, 6182725, 42967, 4421, 0, 6182725, 42967, 4421, 0, 26242, 司隸, 肥宅
浦喜丨番茄, 5491719, 48699, 1968, 336180, 40407383, 123990, 6643, 1145143, 20180, 司隸, 天狼星
孤丨枚梓鹿, 5336864, 47155, 5841, 0, 39478212, 88862, 8691, 0, 15323, 司隸, 流浪動物
跳跳天竺鼠, 4256452, 42602, 824, 0, 66225055, 94805, 3559, 491618, 21629, 江漢, 閒雲
騎貓逛街的魚, 4099504, 25907, 913, 0, 28783382, 51750, 2347, 370278, 20403, 司隸, 小號
銀劍西蘭花, 4014888, 53372, 776, 0, 63593784, 119458, 5913, 697671, 22209, 司隸, 金槍
黃道丨雙魚, 3421968, 320, 0, 0, 27396125, 525, 0, 0, 15120, 司隸, 肥宅
梓, 2846571, 0, 0, 3878435, 11252382, 0, 827, 8442590, 12983, 山東, 小號
凌魂丨泡泡龍, 2673176, 9944, 400, 0, 38735565, 44505, 1382, 331363, 24210, 司隸, 淩魂
想當黃非紅, 2289726, 0, 0, 0, 4503138, 21, 0, 2376766, 6726, 江漢, 小號
ITZY帝鯊, 1892489, 24425, 102, 0, 10435329, 43242, 1302, 924091, 12810, 司隸, 銀劍
夜王l哈士奇, 1587000, 0, 700, 5400687, 6495516, 0, 750, 13954113, 12169, 江漢, 小號
凌魂丨雷羽, 1012958, 0, 350, 11391986, 1068411, 0, 350, 11391986, 6943, 山東, 小號
