成員, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
羅英雄, 45090744, 155203, 19479, 0, 114333080, 329794, 32194, 331536, 29296, 司隸, 天狼星
凌魂丨澀澀, 61193325, 213251, 11751, 0, 118923879, 319335, 15981, 0, 22528, 司隸, 淩魂
阿迪, 54667162, 181114, 7395, 0, 130230080, 313211, 11432, 84695, 29163, 司隸, 炮灰
浦喜丨孝熤, 32916940, 205966, 2818, 1333502, 97749195, 302338, 7130, 2596455, 24330, 司隸, 天狼星
月丨暴君熊, 69910129, 164117, 16307, 0, 168698525, 298489, 24863, 263070, 28450, 司隸, 肥宅
傲驕丨鬼連長, 39794238, 183578, 7294, 0, 127464807, 297409, 13766, 584258, 27990, 司隸, 金槍
銀劍丨多龍, 30274964, 162505, 4373, 2605981, 85289315, 293387, 7473, 2689678, 27290, 司隸, 金槍
殘兵小白, 36406263, 194909, 3797, 0, 93571721, 291370, 8067, 87079, 25690, 司隸, 淩魂
夜讀五車書, 33330715, 161052, 10206, 0, 87990649, 286727, 19916, 806780, 22693, 司隸, 天狼星
月丨莫西多, 32012513, 185085, 9254, 0, 70890814, 284930, 12676, 247582, 18186, 司隸, 肥宅
銀劍神鼻, 59138947, 183118, 9930, 368533, 132518554, 284853, 14528, 898931, 30563, 司隸, 銀劍
狼燚丨出返去, 32721195, 154602, 7415, 0, 113020595, 282026, 16621, 824675, 25183, 司隸, 閒雲
低沉的花椒, 38753622, 188594, 18159, 1043469, 107873727, 279264, 23692, 2019120, 29392, 司隸, 肥宅
摩連奴, 26799030, 151343, 5711, 0, 117599393, 275658, 10141, 415700, 25620, 司隸, 淩魂
凌魂丨餐蛋麵, 40944119, 178455, 6405, 0, 106183813, 274968, 12330, 380606, 26553, 司隸, 淩魂
太史猴哥, 41700834, 188815, 8515, 0, 105361623, 274617, 11294, 83478, 27471, 司隸, 淩魂
狼燚l上善, 38891982, 146188, 4249, 0, 85079568, 272561, 10966, 104697, 24679, 司隸, 閒雲
銀劍阿姨, 38688229, 158679, 2990, 0, 93027904, 272496, 5964, 395985, 25616, 司隸, 銀劍
銀劍潛龍, 31370196, 121683, 16898, 80685, 113684057, 270828, 30508, 330034, 23855, 司隸, 銀劍
銀劍低調, 54987630, 149245, 8390, 0, 121843722, 265347, 18840, 423193, 31270, 司隸, 銀劍
銀劍臭茜, 29375745, 158581, 4902, 0, 75037466, 259549, 6714, 356412, 23663, 司隸, 銀劍
銀劍瀑渠王, 33954832, 131324, 12571, 317479, 89137721, 258445, 21055, 317479, 28375, 司隸, 銀劍
條子杯杯, 48341820, 172623, 21422, 0, 99013070, 256946, 25562, 125615, 25600, 司隸, 流浪動物
龍丨肥龍, 23116619, 127823, 2861, 0, 86769167, 254524, 8827, 0, 17053, 司隸, 流浪動物
銀劍挖呀挖, 43127644, 149497, 13865, 0, 108173959, 254055, 18145, 492064, 19765, 司隸, 金槍
玩命l大愛, 28318696, 163933, 2715, 0, 80003282, 251975, 4108, 264071, 21170, 司隸, 淩魂
銀劍丹尼, 24231776, 170342, 5265, 0, 71845360, 250325, 9640, 623213, 23196, 司隸, 金槍
銀劍五暗刻, 20473410, 167331, 9140, 0, 49010465, 249463, 12475, 201536, 24540, 司隸, 金槍
猴, 46687342, 146105, 8834, 77438, 100469657, 248740, 11435, 347020, 25555, 司隸, 炮灰
狼燚I阿瘦, 35844557, 131348, 2293, 0, 92367687, 248382, 5756, 323499, 29533, 司隸, 閒雲
小彌子, 45619198, 153118, 3565, 203552, 114819189, 246872, 6577, 606597, 28191, 司隸, 淩魂
銀劍一枝草, 59528816, 170906, 5242, 0, 117917872, 245086, 6703, 428449, 27070, 司隸, 金槍
月丨巴宅阿瑞, 23038928, 171518, 15007, 0, 71587423, 242166, 18416, 609919, 25290, 司隸, 肥宅
凌魂丨北歐拳, 36764116, 126744, 1043, 0, 108663978, 241287, 4253, 0, 20886, 司隸, 淩魂
暴食丨逃兵逆, 28856081, 139167, 7320, 0, 98372214, 239009, 9567, 100122, 22340, 司隸, 金槍
銀劍魔皇, 23721931, 130418, 14540, 0, 57474583, 238145, 17269, 112988, 23110, 司隸, 銀劍
袁天禹, 49146793, 157527, 26539, 0, 109033137, 236104, 37567, 264866, 28576, 司隸, 流浪動物
殘存末路, 51273775, 119122, 2284, 0, 106310221, 228095, 5882, 81090, 28376, 司隸, 閒雲
暴躁天竺鼠, 42185832, 126531, 12546, 0, 99681175, 227494, 16452, 590226, 27586, 司隸, 閒雲
三國窮二代, 46278350, 143165, 9383, 0, 112591244, 225747, 13427, 340854, 25068, 司隸, 炮灰
金英雄, 40123984, 155757, 18215, 0, 88355225, 225484, 23508, 424669, 29641, 司隸, 天狼星
鋼管天竺鼠, 54528382, 151738, 10692, 0, 135520240, 225444, 15009, 810919, 26946, 江漢, 閒雲
凌宇, 28109999, 123743, 2767, 0, 96547945, 223578, 4867, 148612, 23940, 司隸, 流浪動物
月丨怠惰, 41836572, 130937, 5742, 0, 89584129, 222824, 8274, 725898, 21773, 司隸, 肥宅
龍丨貓貓龍, 46196506, 138159, 7320, 0, 113939048, 222650, 17504, 482755, 25423, 司隸, 流浪動物
銀劍怪獸, 22792023, 122566, 10777, 0, 85168824, 221243, 14707, 364167, 19912, 司隸, 銀劍
司寇仕林, 15791597, 136453, 7221, 665495, 79230241, 220387, 11195, 1027111, 26768, 司隸, 炮灰
月丨獺祭, 43658682, 136014, 5358, 0, 82913451, 220059, 12743, 86428, 22273, 司隸, 肥宅
凌魂丨鬼才, 50553657, 139852, 5193, 0, 128390055, 219439, 7968, 81123, 25698, 司隸, 炮灰
浦喜丨螞蟻, 34263624, 184422, 9206, 0, 69845412, 218236, 10756, 306480, 23800, 司隸, 天狼星
銀劍烈焰, 67136910, 127627, 6202, 0, 133194656, 214688, 14322, 404192, 26745, 司隸, 銀劍
龍趙, 14330284, 122379, 2101, 0, 65819943, 213179, 4509, 337642, 19390, 司隸, 流浪動物
星界豆, 64905032, 100569, 28682, 0, 141095744, 212532, 43714, 543031, 29046, 司隸, 天狼星
銀劍梅長蘇, 76412065, 151382, 7464, 0, 160736214, 194952, 11538, 580220, 29510, 司隸, 金槍
銀劍丨一葉, 31043507, 151684, 2461, 302827, 95159447, 194620, 3511, 337570, 24100, 司隸, 銀劍
FionaH, 33722089, 137199, 4795, 0, 104264666, 193717, 8163, 803915, 20079, 司隸, 炮灰
漢將, 35535812, 125247, 3620, 0, 87843325, 191796, 3620, 0, 25472, 司隸, 閒雲
月丨南方的貓, 42517499, 107463, 3815, 0, 101404230, 188785, 6639, 965967, 25253, 司隸, 肥宅
玩命丨裘鬼其, 40703278, 107939, 5798, 0, 82241905, 187843, 14320, 788736, 23096, 司隸, 淩魂
銀劍爆渠王, 68817039, 104663, 4250, 0, 156679931, 185484, 6532, 394337, 27713, 司隸, 銀劍
草屯沒有犯罪, 52142316, 122119, 4431, 0, 77771206, 175560, 6967, 183788, 24140, 司隸, 天狼星
浦喜丨番茄, 26770113, 98522, 3873, 336180, 61685777, 173813, 8548, 1145143, 20703, 司隸, 天狼星
愛吃葡萄, 25721440, 115689, 1840, 0, 63143245, 172669, 6412, 460851, 18479, 司隸, 閒雲
凌魂丨K, 47920646, 127896, 7029, 0, 103159653, 170924, 12335, 101157, 25498, 司隸, 淩魂
銀劍西蘭花, 23564602, 99740, 2028, 0, 83143498, 165826, 7165, 697671, 24346, 司隸, 金槍
浦喜丨夜影, 22164833, 130817, 1950, 0, 60888445, 164962, 3800, 0, 21180, 司隸, 天狼星
月丨巴宅歐歐, 41246527, 112517, 2483, 229302, 81818302, 163742, 5676, 229302, 22100, 司隸, 肥宅
花雕蒸臭蟹, 13758693, 104698, 1901, 1371825, 56100038, 162039, 2251, 1845558, 21833, 司隸, 銀劍
玩爽, 28747880, 106971, 4502, 0, 64476328, 160031, 6584, 446809, 23023, 司隸, 肥宅
猜猜我是誰, 32489035, 110220, 3035, 0, 84094684, 149050, 4162, 534079, 20000, 司隸, 炮灰
銀劍傑克, 57598944, 72072, 5852, 0, 123982597, 148488, 10322, 270779, 28131, 司隸, 銀劍
戰I來吧寶貝, 42790295, 74896, 10298, 0, 106133298, 148203, 17364, 729214, 23660, 司隸, 肥宅
軒丨農的傳人, 31370930, 99321, 9111, 0, 70424596, 147647, 13386, 599541, 19064, 司隸, 肥宅
痴道人, 21938108, 86507, 4289, 0, 76274576, 147611, 8989, 689351, 17673, 司隸, 金槍
劉英雄, 15392017, 50756, 4075, 0, 40769269, 147116, 8132, 240079, 22343, 司隸, 天狼星
銀劍歐底特, 79783646, 84185, 13277, 0, 163638762, 146334, 23022, 498997, 23963, 司隸, 金槍
東野喬, 27527539, 102358, 5504, 0, 85664734, 134868, 8778, 565138, 25073, 司隸, 天狼星
銀劍丨必廚, 40560732, 61103, 2161, 2629515, 92923796, 134272, 5227, 4907134, 28608, 司隸, 銀劍
幽玉, 23585190, 95362, 4108, 524372, 70049862, 133210, 7088, 1363756, 18905, 司隸, 金槍
啱巴, 56486702, 91840, 4501, 0, 115887401, 129956, 8632, 412589, 24380, 司隸, 炮灰
凌魂丨流星, 23946866, 87925, 9030, 0, 64920723, 129951, 14021, 142243, 20493, 司隸, 淩魂
跳跳天竺鼠, 30997930, 76722, 2863, 0, 92966533, 128925, 5598, 491618, 22126, 司隸, 閒雲
浦喜丨邢, 52446491, 100600, 16476, 0, 90182104, 128674, 19644, 412224, 23150, 司隸, 天狼星
凌魂丨戢武, 13850829, 81867, 7794, 0, 46574397, 128186, 10311, 447826, 20530, 司隸, 天狼星
秋丨刀下, 48745324, 99668, 7780, 0, 89248956, 125007, 10964, 320274, 23353, 司隸, 天狼星
男模觀世陰, 62088577, 78362, 8258, 0, 128814075, 123922, 12269, 1169610, 26986, 司隸, 閒雲
銀劍老Kel, 19744612, 82668, 4854, 0, 66579249, 123701, 8724, 338427, 21313, 司隸, 金槍
孤丨枚梓鹿, 19806076, 70505, 8578, 0, 53947424, 112212, 11428, 0, 15648, 司隸, 流浪動物
凌魂丨泡泡龍, 29181818, 77146, 2222, 0, 65244207, 111707, 3204, 331363, 27124, 司隸, 淩魂
凌魂丨格仔餅, 38213824, 68640, 4520, 0, 73750550, 100894, 9209, 0, 20633, 司隸, 淩魂
龍丨造紙龍, 40947101, 84236, 3571, 0, 118520854, 95007, 4745, 82415, 22700, 司隸, 流浪動物
單于抽名將, 21465847, 91082, 9901, 0, 21465847, 91082, 9901, 0, 27703, 司隸, 肥宅
銀劍啵啵, 43920689, 67829, 6336, 0, 86031042, 82692, 6336, 1066490, 29056, 司隸, 銀劍
銀劍丨鰲拜, 11761832, 53377, 4653, 1238700, 39601423, 80718, 7083, 2263142, 22352, 江漢, 金槍
凌魂丨陳苡臻, 42670975, 64830, 6953, 0, 66358376, 79786, 8358, 172594, 21900, 司隸, 淩魂
浦喜丨葉孤城, 40494068, 58397, 2936, 0, 76823470, 77781, 4486, 352636, 25080, 司隸, 天狼星
銀劍夏草, 24601686, 40958, 700, 0, 75249081, 76675, 3030, 688503, 23839, 司隸, 金槍
狼燚l永恆, 21202006, 44308, 2060, 0, 59137216, 76380, 4560, 111603, 21120, 司隸, 閒雲
騎貓逛街的魚, 7864372, 50178, 4698, 0, 32548250, 76021, 6132, 370278, 20763, 司隸, 小號
謝翾, 34260762, 43030, 8005, 496334, 77646602, 71191, 11415, 1563674, 21653, 司隸, 流浪動物
熊軍下尾夜嵐, 33002223, 41423, 7890, 1111108, 82041823, 62200, 9710, 2673284, 21706, 司隸, 流浪動物
ITZY帝鯊, 10049439, 40862, 3303, 0, 18592279, 59679, 4503, 924091, 13380, 司隸, 銀劍
凰丨凌波微步, 25030411, 44603, 1475, 0, 47701497, 50770, 1475, 541580, 22213, 司隸, 肥宅
銀劍哥布林, 16997329, 37146, 4419, 0, 46385912, 50591, 6932, 409698, 20960, 司隸, 金槍
東東白, 18549611, 20449, 2643, 9335241, 51461724, 48085, 7758, 10061831, 19576, 江漢, 流浪動物
喻建, 33169675, 34298, 3485, 0, 65509078, 45595, 5088, 859204, 15563, 司隸, 流浪動物
夜幽蓮華, 19641615, 17484, 6634, 12065721, 33975442, 41420, 8685, 16874958, 15120, 司隸, 流浪動物
浦喜丨凸凸, 30501553, 38690, 350, 0, 53364066, 40640, 350, 821979, 10053, 司隸, 天狼星
狼燚l紅玉, 33594896, 10072, 772, 0, 60370659, 40138, 2756, 0, 18031, 司隸, 閒雲
異獸朱雀, 27910191, 24650, 2763, 17556404, 46682222, 37835, 6403, 29146683, 17200, 江漢, 流浪動物
凌魂丨龐複, 49935387, 36682, 3536, 0, 58239126, 36682, 3886, 650696, 25973, 司隸, 小號
似舞丨白晴嵐, 33730618, 22436, 4076, 7132865, 76225576, 32838, 6434, 9028894, 19070, 司隸, 流浪動物
狼燚丨伍衡, 21144847, 18857, 2067, 0, 43628884, 29984, 2417, 1290921, 21510, 司隸, 閒雲
凌魂丨涵涵, 16754517, 17569, 1050, 0, 45052890, 21347, 2750, 191848, 25263, 司隸, 閒雲
浦喜丨博士, 28699822, 12356, 4794, 2538469, 44062417, 12529, 5975, 3994733, 16840, 司隸, 小號
打我浸豬籠, 26961131, 6872, 2624, 2959075, 29581353, 6887, 2974, 3797346, 12723, 司隸, 小號
黃道丨雙魚, 6532774, 3999, 0, 0, 30506931, 4204, 0, 0, 16780, 司隸, 肥宅
欣翼, 55757311, 2291, 1050, 0, 60108407, 2411, 2078, 0, 17159, 江漢, 炮灰
凌魂丨雷羽, 3520866, 0, 700, 25668205, 3576319, 0, 700, 25668205, 6963, 山東, 小號
梓, 7217285, 0, 1106, 9263435, 15623096, 0, 1933, 13827590, 13003, 山東, 小號
岳將軍, 1185, 0, 0, 0, 24483, 0, 0, 0, 59, 山東, 小號
夜王l哈士奇, 4446322, 0, 1050, 12205336, 9354838, 0, 1100, 20758762, 13040, 江漢, 小號
