成員, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
愛吃葡萄, 17085640, 23167, 5144, 0, 80848273, 198244, 11556, 460851, 18566, 司隸, 閒雲
銀劍丨多龍, 17064920, 32218, 4144, 0, 102960694, 330489, 11617, 2689678, 29942, 司隸, 金槍
銀劍低調, 17005034, 21822, 5180, 0, 141468144, 287169, 24020, 423193, 32220, 司隸, 銀劍
九方好漢, 16926685, 60484, 7352, 0, 149356124, 578765, 42549, 408718, 29770, 司隸, 淩魂
銀劍孫公, 16764219, 63338, 22418, 0, 188717363, 696408, 49160, 257649, 33260, 司隸, 銀劍
炑炑, 16728077, 65215, 16152, 0, 160088087, 640036, 59907, 242739, 30753, 司隸, 炮灰
愛吃豆腐, 16714890, 80057, 8548, 0, 119321919, 509805, 39398, 839957, 30280, 司隸, 炮灰
草屯沒有犯罪, 16658720, 20441, 4388, 0, 95317021, 199083, 11355, 183788, 24180, 司隸, 天狼星
浦喜丨邢, 16597136, 29092, 20926, 0, 108169044, 162300, 40970, 412224, 27694, 司隸, 天狼星
銀劍啵啵, 16498717, 39432, 26753, 0, 103438360, 129540, 33139, 1066490, 31356, 司隸, 銀劍
凌魂丨陳苡臻, 16497580, 17769, 5484, 0, 83482433, 99032, 14192, 172594, 22222, 司隸, 淩魂
偷食魚嘅貓, 16475600, 77574, 6622, 0, 146603859, 499462, 27528, 391082, 28034, 司隸, 炮灰
鋼管天竺鼠, 16469342, 44157, 13320, 0, 154435588, 272909, 28379, 810919, 28415, 司隸, 閒雲
打我浸豬籠, 16460114, 6298, 749, 0, 46759289, 13505, 3723, 3797346, 12923, 司隸, 小號
唐少帥, 16414479, 81811, 8692, 0, 114128046, 611416, 31657, 194760, 25240, 司隸, 炮灰
欣翼, 16407457, 13793, 4643, 0, 78352718, 16204, 6721, 0, 24083, 司隸, 炮灰
銀劍瀑渠王, 16389100, 39420, 2976, 0, 105529023, 297865, 24031, 317479, 28703, 司隸, 銀劍
月丨巴宅伍天, 16253451, 62318, 2369, 0, 134866120, 627057, 8252, 414142, 29153, 司隸, 肥宅
月丨巴宅Ya, 16210973, 70701, 6322, 0, 125401205, 692422, 22329, 397964, 29233, 司隸, 肥宅
魚缸裡的小魚, 16032157, 75433, 5661, 0, 197343788, 674368, 14562, 86457, 30893, 司隸, 淩魂
銀劍神鼻, 15972622, 80879, 16986, 0, 150184945, 366988, 31549, 898931, 31423, 司隸, 銀劍
黃道丨雙魚, 15961758, 2872, 350, 0, 46468689, 7076, 350, 0, 21952, 司隸, 肥宅
狼燚丨從一, 15776746, 37791, 5066, 0, 148876300, 418900, 16484, 482231, 31130, 司隸, 閒雲
月丨莫西多, 15707488, 38093, 6191, 0, 87429562, 331597, 18867, 247582, 18546, 司隸, 肥宅
星界豆, 15689657, 29995, 15359, 0, 157287007, 245506, 59514, 543031, 29970, 司隸, 天狼星
銀劍爆渠王, 15653737, 54971, 6868, 0, 172333668, 240455, 13400, 394337, 29073, 司隸, 銀劍
貪婪丨上兵蘭, 15513329, 57774, 7993, 0, 156043119, 481837, 22539, 473672, 27266, 司隸, 金槍
銀劍五暗刻, 15411121, 44778, 17189, 0, 64421586, 294241, 29699, 201536, 27753, 司隸, 金槍
銀劍陳仔, 15024940, 65582, 12134, 5328092, 163443896, 557596, 24233, 11339090, 33803, 司隸, 銀劍
銀劍傑克, 14762391, 36104, 11675, 0, 140740627, 186122, 21997, 270779, 30715, 司隸, 銀劍
月丨獺祭, 14555500, 44176, 4538, 0, 98271493, 264235, 17281, 86428, 24463, 司隸, 肥宅
銀劍任鈞, 14515272, 49784, 7321, 0, 139754661, 614785, 17945, 60963, 29080, 司隸, 銀劍
似舞丨白晴嵐, 14280957, 0, 4971, 317068, 91833955, 32860, 11405, 9345962, 24800, 司隸, 流浪動物
狼燚丨伍衡, 14243896, 4128, 3080, 0, 57872780, 34112, 5497, 1290921, 21831, 司隸, 閒雲
凌魂丨北歐拳, 14134650, 40227, 2618, 0, 123132968, 288203, 6871, 0, 20853, 司隸, 淩魂
曾英雄, 14121852, 62174, 4406, 0, 151446796, 606831, 14292, 720788, 28910, 司隸, 天狼星
月丨可以, 13844689, 55620, 8877, 0, 127231958, 484354, 26700, 944545, 24830, 司隸, 肥宅
銀劍發春仔, 13718958, 54809, 3718, 357737, 237575509, 397191, 11384, 780443, 29066, 司隸, 銀劍
銀劍梅長蘇, 13690120, 27044, 11919, 0, 174905290, 227796, 23760, 580220, 29950, 司隸, 金槍
暴食丨逃兵逆, 13603064, 24283, 24355, 0, 112481092, 267085, 34311, 100122, 27513, 司隸, 金槍
銀劍老Kel, 13582741, 21795, 10766, 0, 80329081, 148839, 19692, 338427, 24856, 司隸, 金槍
凌魂丨鬼才, 13575951, 22737, 5779, 0, 142717313, 247038, 13747, 81123, 28438, 司隸, 炮灰
跳跳天竺鼠, 13417167, 40372, 4160, 0, 107916295, 169994, 9758, 491618, 22356, 司隸, 閒雲
猴, 13330580, 41750, 7627, 0, 114184602, 297253, 19569, 347020, 27648, 司隸, 炮灰
小彌子, 13295284, 43505, 2540, 1852292, 128114473, 290377, 9117, 2458889, 27253, 司隸, 淩魂
月影流风, 13214516, 47062, 28012, 0, 107808610, 496658, 47351, 409008, 29729, 司隸, 金槍
銀劍丨鰲拜, 13071829, 1220, 1536, 0, 52840150, 81938, 8619, 2263142, 24338, 江漢, 金槍
鄉鄉莉莉, 12919692, 104638, 5257, 0, 119164397, 815058, 18403, 314637, 29846, 司隸, 閒雲
玩爽, 12821555, 32303, 7244, 0, 77776818, 192794, 13828, 446809, 23580, 司隸, 肥宅
凌魂丨涵涵, 12785399, 4775, 545, 0, 58224662, 27352, 3645, 191848, 25200, 司隸, 閒雲
東野喬, 12542414, 10381, 8968, 0, 98213348, 145249, 17746, 565138, 26013, 司隸, 天狼星
狼燚丨潛農, 12400198, 71262, 3715, 0, 168291531, 529846, 18930, 752355, 34289, 司隸, 閒雲
龍丨馬卡龍, 12350604, 69183, 6628, 0, 159541280, 432771, 16707, 83231, 27260, 司隸, 流浪動物
銀劍阿姨, 12319465, 34227, 2428, 0, 107127938, 306723, 8462, 395985, 27166, 司隸, 銀劍
阿迪, 12243672, 60582, 6107, 0, 142890686, 382135, 17574, 84695, 29740, 司隸, 炮灰
銀劍仲達, 12241798, 73028, 6420, 0, 166677975, 550447, 12551, 365631, 27750, 司隸, 金槍
低沉的花椒, 12143581, 53970, 14006, 0, 120209212, 337075, 37698, 2019120, 29769, 司隸, 肥宅
月丨棒打, 12120489, 59836, 12028, 0, 131744889, 399986, 26933, 437176, 27805, 司隸, 肥宅
凌魂丨澀澀, 11986204, 50443, 6571, 0, 133503894, 376087, 22587, 0, 23605, 司隸, 淩魂
銀劍關翔, 11956770, 75014, 8028, 0, 147296346, 569266, 31169, 862356, 26011, 司隸, 金槍
凌宇, 11835008, 27400, 5770, 0, 109946228, 256035, 10705, 148612, 25516, 司隸, 流浪動物
龍丨貓貓龍, 11810682, 29690, 18297, 0, 126895862, 256744, 37185, 482755, 27773, 司隸, 流浪動物
愛吃橘里, 11701675, 116823, 9784, 0, 161511846, 853407, 34365, 578768, 31390, 司隸, 淩魂
七星檸檬多, 11610491, 80595, 14468, 0, 84274277, 576626, 39812, 418391, 27130, 司隸, 炮灰
金英雄, 11483653, 24140, 8987, 0, 100154381, 252170, 32495, 424669, 30097, 司隸, 天狼星
浦喜丨化骨龍, 11433721, 46759, 13252, 0, 126581733, 556834, 21316, 587560, 30760, 司隸, 天狼星
月丨雷羽, 11286521, 60194, 5062, 0, 146450168, 566674, 21733, 183772, 29883, 司隸, 肥宅
銀劍挖呀挖, 10943214, 35683, 34221, 0, 119888352, 291446, 52366, 492064, 24696, 司隸, 金槍
令狐藍藍, 10846605, 107821, 7712, 0, 99217065, 528626, 17093, 217241, 30182, 司隸, 閒雲
偷吃魚的貓, 10724420, 73698, 10312, 0, 119106635, 437294, 33495, 291209, 28242, 司隸, 炮灰
銀劍夏草, 10709256, 14235, 5968, 0, 85958337, 90910, 8998, 688503, 25563, 司隸, 金槍
三國窮二代, 10513370, 61662, 10494, 0, 124904112, 291848, 24022, 340854, 27498, 司隸, 炮灰
月丨白金肝帝, 10452155, 127486, 9245, 0, 163432503, 751484, 24501, 94228, 33003, 司隸, 肥宅
凌魂丨泡泡龍, 10412684, 33262, 5575, 0, 78074123, 148929, 8981, 331363, 28920, 司隸, 淩魂
龍丨四季廸魚, 10350934, 51199, 19154, 0, 147131544, 417410, 31234, 580907, 25541, 司隸, 流浪動物
狼燚l上善, 10308385, 24118, 1933, 0, 95769791, 296679, 12899, 104697, 24449, 司隸, 閒雲
殘兵小白, 10211726, 46028, 6415, 0, 103783447, 337398, 14482, 87079, 27850, 司隸, 淩魂
憤怒丨中士鄧, 10074121, 43701, 4677, 0, 103565113, 429621, 13427, 650804, 25226, 司隸, 金槍
龍趙, 10044609, 25853, 2575, 0, 76153071, 244805, 7220, 337642, 19753, 司隸, 流浪動物
玩命丨裘鬼其, 9913254, 38886, 9613, 0, 92349758, 230624, 23968, 788736, 25099, 司隸, 淩魂
單于抽名將, 9870800, 32231, 8823, 0, 31443357, 125448, 18724, 0, 29870, 司隸, 肥宅
狼燚丨出返去, 9693048, 27383, 3330, 0, 123892535, 310800, 19951, 824675, 25180, 司隸, 閒雲
摩連奴, 9673974, 35079, 5871, 0, 128043812, 315610, 16062, 415700, 24960, 司隸, 淩魂
漢將, 9663741, 33813, 3719, 0, 97507066, 225609, 7339, 0, 26182, 司隸, 閒雲
周英雄, 9597683, 84800, 16694, 0, 116788426, 543580, 30629, 283550, 31996, 司隸, 天狼星
阿古路, 9530325, 47949, 5714, 0, 61185845, 423590, 25648, 0, 24511, 司隸, 炮灰
幽玉, 9529837, 39248, 6593, 0, 80087230, 175109, 13681, 1363756, 18520, 司隸, 金槍
銀劍中頑童, 9524455, 40570, 3125, 0, 137899401, 563860, 9891, 847933, 29806, 司隸, 金槍
狼燚I阿瘦, 9474435, 39442, 4716, 0, 101842122, 287824, 10472, 323499, 29593, 司隸, 閒雲
銀劍白板仔, 9359547, 53945, 17312, 0, 153465258, 401533, 26174, 406713, 30593, 司隸, 銀劍
太史猴哥, 9018805, 68548, 4166, 0, 114660793, 348775, 15495, 83478, 27395, 司隸, 淩魂
狼燚l永恆, 8791759, 10281, 0, 0, 68067059, 86661, 4560, 111603, 21120, 司隸, 閒雲
夜讀五車書, 8705582, 49120, 7498, 0, 96876492, 337744, 27585, 806780, 23160, 司隸, 天狼星
銀劍怪獸, 8613628, 26624, 424, 0, 95935668, 253850, 15131, 364167, 19962, 司隸, 銀劍
銀劍丹尼, 8519282, 27170, 16666, 0, 81568314, 277495, 26306, 623213, 26985, 司隸, 金槍
啱巴, 8317277, 25201, 1722, 0, 127378443, 159963, 10354, 412589, 24340, 司隸, 炮灰
袁天禹, 8029714, 46812, 11157, 0, 117305544, 282916, 48824, 264866, 29050, 司隸, 流浪動物
玩命l大愛, 8026430, 16594, 2292, 0, 88029712, 268569, 6400, 264071, 21920, 司隸, 淩魂
銀劍哥布林, 7922645, 12113, 3225, 0, 55334080, 65277, 10157, 409698, 22100, 司隸, 金槍
秋丨刀下, 7748776, 27317, 5036, 0, 98443615, 154664, 16000, 320274, 25273, 司隸, 天狼星
玩命丨鴛鴦, 7589981, 107530, 5265, 0, 191562763, 603685, 12382, 492428, 28973, 司隸, 淩魂
角落小夥伴, 7412098, 63097, 6599, 0, 141833922, 696679, 28052, 80615, 26151, 司隸, 炮灰
月丨怠惰, 7373735, 36859, 10080, 0, 97075741, 262041, 18354, 725898, 23576, 司隸, 肥宅
騎貓逛街的魚, 7319342, 6902, 2174, 0, 39877681, 82923, 8306, 1379241, 20870, 司隸, 小號
浦喜丨番茄, 7206840, 37657, 14707, 0, 69953028, 214367, 23628, 1145143, 24396, 司隸, 天狼星
男模觀世陰, 7200795, 41216, 8639, 0, 136014870, 165138, 20908, 1169610, 27275, 司隸, 閒雲
浦喜丨博士, 6792145, 8015, 10672, 244645, 53287072, 20544, 16647, 4239378, 23922, 司隸, 小號
浦喜丨葉孤城, 6725988, 29505, 1084, 0, 84828277, 110244, 5570, 352636, 25513, 司隸, 天狼星
謝翾, 6678032, 7324, 13346, 480586, 84398997, 79503, 24761, 2044260, 21190, 司隸, 流浪動物
異獸朱雀, 6635834, 8884, 1008, 7669498, 53318056, 46719, 7761, 36816181, 17143, 江漢, 流浪動物
銀劍魔皇, 6544109, 33146, 3878, 0, 64110151, 273121, 21147, 112988, 23926, 司隸, 銀劍
改咩名, 6465622, 73653, 16721, 0, 127256500, 420234, 41201, 890756, 33750, 司隸, 淩魂
凌魂丨龐複, 6373864, 8107, 886, 0, 64612990, 44789, 4772, 650696, 26008, 司隸, 小號
龍丨造紙龍, 6273981, 17746, 1926, 0, 124877137, 114356, 6671, 82415, 23700, 司隸, 流浪動物
軒丨農的傳人, 5632506, 22339, 6379, 0, 76147725, 171800, 20492, 599541, 19224, 司隸, 肥宅
銀劍南柏, 5626377, 42368, 15823, 0, 162543655, 712073, 26986, 924456, 29836, 司隸, 金槍
夜幽蓮華, 5615481, 5196, 5342, 6273658, 39596923, 46616, 14027, 23148616, 15310, 司隸, 流浪動物
狼燚l紅玉, 5577085, 5719, 7805, 0, 69853670, 45857, 10561, 0, 18422, 司隸, 閒雲
玥淓汣沐, 5478782, 88672, 3625, 0, 119041477, 725265, 8658, 323157, 25390, 司隸, 淩魂
浦喜丨凸凸, 5453751, 12844, 1050, 0, 58817817, 53484, 1400, 821979, 10373, 司隸, 天狼星
銀劍西蘭花, 5435088, 2006, 3675, 0, 91614289, 170026, 10840, 697671, 24460, 司隸, 金槍
熊軍下尾夜嵐, 5261038, 2431, 9680, 359899, 87336833, 65311, 19740, 3033183, 20643, 司隸, 流浪動物
凌魂丨流星, 4940428, 28699, 5287, 0, 69919363, 159815, 19308, 142243, 20553, 司隸, 淩魂
ITZY帝鯊, 4678929, 8741, 5360, 0, 23610457, 68420, 10213, 924091, 13420, 司隸, 銀劍
夜王l哈士奇, 4648852, 0, 0, 606330, 14003690, 0, 1100, 21365092, 13280, 江漢, 小號
戰I來吧寶貝, 4315717, 21909, 1600, 0, 112559944, 173726, 19014, 729214, 23940, 司隸, 肥宅
凌魂丨西柚, 4313297, 30774, 2484, 0, 123181263, 472613, 10406, 1363186, 26910, 司隸, 閒雲
羅英雄, 3992523, 47520, 5089, 0, 118396007, 378186, 37283, 331536, 29496, 司隸, 天狼星
劉英雄, 3897783, 3996, 6066, 0, 44744889, 151112, 14198, 240079, 22106, 司隸, 天狼星
浦喜丨螞蟻, 3755732, 65003, 3510, 0, 73601144, 283239, 14266, 306480, 23600, 司隸, 天狼星
痴道人, 3465036, 8847, 6276, 0, 79739612, 156458, 15265, 689351, 17676, 司隸, 金槍
月丨南方的貓, 3330553, 39028, 3930, 0, 104734783, 227813, 10569, 965967, 25933, 司隸, 肥宅
東東白, 3204374, 18284, 1001, 3881879, 54769025, 68429, 8759, 13943710, 19816, 江漢, 流浪動物
凰丨凌波微步, 3185009, 16318, 2835, 0, 50969798, 68755, 4660, 541580, 21986, 司隸, 肥宅
狼燚丨蓝莓, 3148488, 39934, 2113, 596225, 124792888, 590282, 7117, 1237027, 31440, 司隸, 閒雲
銀劍右奇, 3068607, 36263, 4258, 0, 143708310, 400289, 13036, 396038, 28310, 司隸, 銀劍
浦喜丨夜影, 2736308, 44692, 120, 0, 63678150, 210722, 3920, 0, 23660, 司隸, 天狼星
喻建, 2605878, 11856, 5178, 0, 68194750, 59047, 10266, 859204, 15583, 司隸, 流浪動物
浦喜丨孝熤, 2577649, 47226, 8539, 0, 100412188, 351271, 15669, 2596455, 24953, 司隸, 天狼星
月丨巴宅歐歐, 2548240, 35952, 3258, 0, 84372542, 199694, 8934, 229302, 22200, 司隸, 肥宅
銀劍潛龍, 2332329, 30636, 5531, 805241, 116117374, 302480, 36039, 1135275, 23852, 司隸, 銀劍
花雕蒸臭蟹, 2254096, 9103, 169, 0, 58354134, 171142, 2420, 1845558, 21633, 司隸, 銀劍
FionaH, 2108604, 38388, 2607, 0, 106598426, 232105, 10770, 803915, 20319, 司隸, 炮灰
司寇仕林, 1778576, 34723, 9137, 422477, 81010818, 255110, 20682, 1449588, 26535, 司隸, 炮灰
梓, 1607214, 0, 2494, 1492137, 17232146, 0, 4427, 15319727, 13643, 司隸, 小號
銀劍丨一葉, 1576662, 27280, 202, 0, 96777131, 222631, 3713, 337570, 24600, 司隸, 銀劍
凌魂丨格仔餅, 903999, 2899, 3178, 0, 75799931, 103793, 12387, 0, 20943, 司隸, 淩魂
凌魂丨雷羽, 587893, 0, 0, 1469101, 4164212, 0, 700, 27137306, 6963, 山東, 小號
孤丨枚梓鹿, 299409, 5992, 697, 0, 60457406, 135216, 697, 0, 15323, 司隸, 未分組
岳將軍, 61, 0, 0, 0, 24544, 0, 0, 0, 71, 山東, 小號
